dataset,protocol,msg,qtype,w_query,x,application/cbor+dns;packed=1 decode,application/cbor+dns;packed=1 encode
iotfinder,dns,r,PTR,False,0.000164,22,140
iotfinder,dns,r,PTR,False,0.000165,19,243
iotfinder,dns,r,PTR,False,0.000166,17,268
iotfinder,dns,r,PTR,False,0.000167,24,324
iotfinder,dns,r,PTR,False,0.000168,32,301
iotfinder,dns,r,PTR,False,0.000169,30,312
iotfinder,dns,r,PTR,False,0.00017,46,348
iotfinder,dns,r,PTR,False,0.000171,37,420
iotfinder,dns,r,PTR,False,0.000172,45,435
iotfinder,dns,r,PTR,False,0.000173,54,478
iotfinder,dns,r,PTR,False,0.000174,32,432
iotfinder,dns,r,PTR,False,0.000175,37,391
iotfinder,dns,r,PTR,False,0.000176,40,411
iotfinder,dns,r,PTR,False,0.000177,37,438
iotfinder,dns,r,PTR,False,0.000178,29,403
iotfinder,dns,r,PTR,False,0.000179,33,334
iotfinder,dns,r,PTR,False,0.00018,23,315
iotfinder,dns,r,PTR,False,0.000181,36,266
iotfinder,dns,r,PTR,False,0.000182,30,265
iotfinder,dns,r,PTR,False,0.000183,20,237
iotfinder,dns,r,PTR,False,0.000184,20,215
iotfinder,dns,r,PTR,False,0.000185,19,189
iotfinder,dns,r,PTR,False,0.000186,13,169
iotfinder,dns,r,PTR,False,0.000187,9,160
iotfinder,dns,r,PTR,False,0.000188,10,139
iotfinder,dns,r,PTR,False,0.000189,9,149
iotfinder,dns,r,PTR,False,0.00019,9,138
iotfinder,dns,r,PTR,False,0.000191,7,108
iotfinder,dns,r,PTR,False,0.000192,7,109
iotfinder,dns,r,PTR,False,0.000193,9,99
iotfinder,dns,r,PTR,False,0.000194,4,83
iotfinder,dns,r,PTR,False,0.000195,7,61
iotfinder,dns,r,PTR,False,0.000196,4,69
iotfinder,dns,r,PTR,False,0.000197,6,50
iotfinder,dns,r,PTR,False,0.000198,1,44
iotfinder,dns,r,PTR,False,0.000199,2,42
iotfinder,dns,r,PTR,False,0.0002,1,34
iotfinder,dns,r,PTR,False,0.000201,2,31
iotfinder,dns,r,PTR,False,0.000202,1,33
iotfinder,dns,r,PTR,False,0.000203,4,17
iotfinder,dns,r,PTR,False,0.000204,2,20
iotfinder,dns,r,PTR,False,0.000205,2,20
iotfinder,dns,r,PTR,False,0.000206,3,10
iotfinder,dns,r,PTR,False,0.000207,,8
iotfinder,dns,r,PTR,False,0.000208,,10
iotfinder,dns,r,PTR,False,0.000209,,7
iotfinder,dns,r,PTR,False,0.00021,2,10
iotfinder,dns,r,PTR,False,0.000211,2,10
iotfinder,dns,r,PTR,False,0.000212,,13
iotfinder,dns,r,PTR,False,0.000213,1,13
iotfinder,dns,r,PTR,False,0.000214,,8
iotfinder,dns,r,PTR,False,0.000215,,14
iotfinder,dns,r,PTR,False,0.000216,,11
iotfinder,dns,r,PTR,False,0.000217,,12
iotfinder,dns,r,PTR,False,0.000218,,15
iotfinder,dns,r,PTR,False,0.000219,,17
iotfinder,dns,r,PTR,False,0.00022,,27
iotfinder,dns,r,PTR,False,0.000221,,15
iotfinder,dns,r,PTR,False,0.000222,,17
iotfinder,dns,r,PTR,False,0.000223,,14
iotfinder,dns,r,PTR,False,0.000224,,21
iotfinder,dns,r,PTR,False,0.000225,,30
iotfinder,dns,r,PTR,False,0.000226,,19
iotfinder,dns,r,PTR,False,0.000227,,26
iotfinder,dns,r,PTR,False,0.000228,,25
iotfinder,dns,r,PTR,False,0.000229,,30
iotfinder,dns,r,PTR,False,0.00023,,30
iotfinder,dns,r,PTR,False,0.000231,,26
iotfinder,dns,r,PTR,False,0.000232,,27
iotfinder,dns,r,PTR,False,0.000233,,28
iotfinder,dns,r,PTR,False,0.000234,,26
iotfinder,dns,r,PTR,False,0.000235,,25
iotfinder,dns,r,PTR,False,0.000236,,26
iotfinder,dns,r,PTR,False,0.000237,,29
iotfinder,dns,r,PTR,False,0.000238,,18
iotfinder,dns,r,PTR,False,0.000239,,21
iotfinder,dns,r,PTR,False,0.00024,,22
iotfinder,dns,r,PTR,False,0.000241,,19
iotfinder,dns,r,PTR,False,0.000242,,25
iotfinder,dns,r,PTR,False,0.000243,,20
iotfinder,dns,r,PTR,False,0.000244,,18
iotfinder,dns,r,PTR,False,0.000245,,22
iotfinder,dns,r,PTR,False,0.000246,,12
iotfinder,dns,r,PTR,False,0.000247,,15
iotfinder,dns,r,PTR,False,0.000248,,9
iotfinder,dns,r,PTR,False,0.000249,,10
iotfinder,dns,r,PTR,False,0.00025,,18
iotfinder,dns,r,PTR,False,0.000251,,5
iotfinder,dns,r,PTR,False,0.000252,,7
iotfinder,dns,r,PTR,False,0.000253,,5
iotfinder,dns,r,PTR,False,0.000254,,8
iotfinder,dns,r,PTR,False,0.000255,,5
iotfinder,dns,r,PTR,False,0.000256,,5
iotfinder,dns,r,PTR,False,0.000257,,4
iotfinder,dns,r,PTR,False,0.000258,,7
iotfinder,dns,r,PTR,False,0.000259,,3
iotfinder,dns,r,PTR,False,0.00026,,4
iotfinder,dns,r,PTR,False,0.000261,,2
iotfinder,dns,r,PTR,False,0.000262,,2
iotfinder,dns,r,PTR,False,0.000263,,3
iotfinder,dns,r,PTR,False,0.000264,,1
iotfinder,dns,r,PTR,False,0.000265,,1
iotfinder,dns,r,PTR,False,0.000266,,5
iotfinder,dns,r,PTR,False,0.000269,,1
iotfinder,dns,r,PTR,False,0.00027,,1
iotfinder,dns,r,PTR,False,0.000272,,2
iotfinder,dns,r,PTR,False,0.000273,,2
moniotr,dns,r,A,True,7.6e-05,1,
moniotr,dns,r,A,True,7.7e-05,2,
moniotr,dns,r,A,True,7.8e-05,8,
moniotr,dns,r,A,True,7.9e-05,4,
moniotr,dns,r,A,True,8e-05,4,
moniotr,dns,r,A,True,8.1e-05,3,
moniotr,dns,r,A,True,8.2e-05,5,
moniotr,dns,r,A,True,8.3e-05,1,
moniotr,dns,r,A,True,8.4e-05,1,
moniotr,dns,r,A,True,8.6e-05,1,
moniotr,dns,r,A,True,0.000129,,2
moniotr,dns,r,A,True,0.00013,,1
moniotr,dns,r,A,True,0.000131,,2
moniotr,dns,r,A,True,0.000132,,5
moniotr,dns,r,A,True,0.000133,,4
moniotr,dns,r,A,True,0.000134,,3
moniotr,dns,r,A,True,0.000135,,5
moniotr,dns,r,A,True,0.000136,,1
moniotr,dns,r,A,True,0.000137,,2
moniotr,dns,r,A,True,0.000138,,3
moniotr,dns,r,A,True,0.000142,,1
moniotr,dns,r,A,True,0.000147,,1
moniotr,dns,r,A,True,0.000172,2,
moniotr,dns,r,A,True,0.000174,1,
moniotr,dns,r,A,True,0.000176,2,
moniotr,dns,r,A,True,0.000179,3,
moniotr,dns,r,A,True,0.00018,4,
moniotr,dns,r,A,True,0.000181,1,
moniotr,dns,r,A,True,0.000182,2,
moniotr,dns,r,A,True,0.000183,3,
moniotr,dns,r,A,True,0.000184,6,
moniotr,dns,r,A,True,0.000185,3,
moniotr,dns,r,A,True,0.000187,1,
moniotr,dns,r,A,True,0.000188,2,
moniotr,dns,r,A,True,0.000189,3,
moniotr,dns,r,A,True,0.00019,3,
moniotr,dns,r,A,True,0.000191,5,
moniotr,dns,r,A,True,0.000192,2,
moniotr,dns,r,A,True,0.000193,4,
moniotr,dns,r,A,True,0.000194,2,
moniotr,dns,r,A,True,0.000195,2,
moniotr,dns,r,A,True,0.000196,6,
moniotr,dns,r,A,True,0.000197,2,
moniotr,dns,r,A,True,0.000198,5,
moniotr,dns,r,A,True,0.000199,9,
moniotr,dns,r,A,True,0.0002,5,
moniotr,dns,r,A,True,0.000201,3,
moniotr,dns,r,A,True,0.000202,3,
moniotr,dns,r,A,True,0.000203,2,
moniotr,dns,r,A,True,0.000205,2,
moniotr,dns,r,A,True,0.000208,1,
moniotr,dns,r,A,True,0.00021,1,
moniotr,dns,r,A,True,0.000211,1,
moniotr,dns,r,A,True,0.000212,1,
moniotr,dns,r,A,True,0.000221,1,
moniotr,dns,r,A,True,0.000222,,1
moniotr,dns,r,A,True,0.000237,,1
moniotr,dns,r,A,True,0.00024,,1
moniotr,dns,r,A,True,0.000241,,1
moniotr,dns,r,A,True,0.000247,,4
moniotr,dns,r,A,True,0.000248,,4
moniotr,dns,r,A,True,0.000249,,3
moniotr,dns,r,A,True,0.00025,,2
moniotr,dns,r,A,True,0.000251,,2
moniotr,dns,r,A,True,0.000252,,2
moniotr,dns,r,A,True,0.000253,,1
moniotr,dns,r,A,True,0.000254,,3
moniotr,dns,r,A,True,0.000255,,5
moniotr,dns,r,A,True,0.000256,,1
moniotr,dns,r,A,True,0.000257,,3
moniotr,dns,r,A,True,0.000259,,2
moniotr,dns,r,A,True,0.00026,,6
moniotr,dns,r,A,True,0.000261,,1
moniotr,dns,r,A,True,0.000262,,4
moniotr,dns,r,A,True,0.000263,,2
moniotr,dns,r,A,True,0.000264,,6
moniotr,dns,r,A,True,0.000266,,3
moniotr,dns,r,A,True,0.000267,,4
moniotr,dns,r,A,True,0.000268,,4
moniotr,dns,r,A,True,0.000269,,3
moniotr,dns,r,A,True,0.00027,,7
moniotr,dns,r,A,True,0.000271,,2
moniotr,dns,r,A,True,0.000273,,3
moniotr,dns,r,A,True,0.000274,,1
moniotr,dns,r,A,True,0.000276,,5
moniotr,dns,r,A,True,0.000277,,1
moniotr,dns,r,A,True,0.000279,,2
moniotr,dns,r,A,True,0.000285,,1
moniotr,dns,r,A,True,0.000286,,1
moniotr,dns,r,A,True,0.000291,,1
moniotr,dns,r,A,False,0.000176,4,
moniotr,dns,r,A,False,0.000177,1,
moniotr,dns,r,A,False,0.00018,1,
moniotr,dns,r,A,False,0.000196,1,
moniotr,dns,r,A,False,0.000245,,1
moniotr,dns,r,A,False,0.000246,,2
moniotr,dns,r,A,False,0.000247,,3
moniotr,dns,r,A,False,0.000263,,1
moniotr,dns,r,AAAA,True,7.3e-05,6,
moniotr,dns,r,AAAA,True,7.4e-05,19,
moniotr,dns,r,AAAA,True,7.5e-05,4,
moniotr,dns,r,AAAA,True,7.6e-05,1,
moniotr,dns,r,AAAA,True,7.7e-05,2,
moniotr,dns,r,AAAA,True,7.8e-05,1,
moniotr,dns,r,AAAA,True,7.9e-05,6,
moniotr,dns,r,AAAA,True,8e-05,3,
moniotr,dns,r,AAAA,True,8.1e-05,8,
moniotr,dns,r,AAAA,True,8.2e-05,28,
moniotr,dns,r,AAAA,True,8.3e-05,46,
moniotr,dns,r,AAAA,True,8.4e-05,23,
moniotr,dns,r,AAAA,True,8.5e-05,23,
moniotr,dns,r,AAAA,True,8.6e-05,28,
moniotr,dns,r,AAAA,True,8.7e-05,34,
moniotr,dns,r,AAAA,True,8.8e-05,45,
moniotr,dns,r,AAAA,True,8.9e-05,36,
moniotr,dns,r,AAAA,True,9e-05,24,
moniotr,dns,r,AAAA,True,9.1e-05,22,
moniotr,dns,r,AAAA,True,9.2e-05,11,
moniotr,dns,r,AAAA,True,9.3e-05,6,
moniotr,dns,r,AAAA,True,9.4e-05,1,
moniotr,dns,r,AAAA,True,9.5e-05,2,
moniotr,dns,r,AAAA,True,9.8e-05,1,
moniotr,dns,r,AAAA,True,9.9e-05,1,
moniotr,dns,r,AAAA,True,0.0001,1,
moniotr,dns,r,AAAA,True,0.00013,1,
moniotr,dns,r,AAAA,True,0.000146,,5
moniotr,dns,r,AAAA,True,0.000147,,13
moniotr,dns,r,AAAA,True,0.000148,,7
moniotr,dns,r,AAAA,True,0.000149,,3
moniotr,dns,r,AAAA,True,0.00015,,1
moniotr,dns,r,AAAA,True,0.000151,,2
moniotr,dns,r,AAAA,True,0.000153,,1
moniotr,dns,r,AAAA,True,0.000154,,1
moniotr,dns,r,AAAA,True,0.000155,,1
moniotr,dns,r,AAAA,True,0.000156,,1
moniotr,dns,r,AAAA,True,0.000157,,3
moniotr,dns,r,AAAA,True,0.000159,,2
moniotr,dns,r,AAAA,True,0.00016,,2
moniotr,dns,r,AAAA,True,0.000161,,5
moniotr,dns,r,AAAA,True,0.000162,,12
moniotr,dns,r,AAAA,True,0.000163,,12
moniotr,dns,r,AAAA,True,0.000164,,25
moniotr,dns,r,AAAA,True,0.000165,,14
moniotr,dns,r,AAAA,True,0.000166,,21
moniotr,dns,r,AAAA,True,0.000167,,18
moniotr,dns,r,AAAA,True,0.000168,,21
moniotr,dns,r,AAAA,True,0.000169,,22
moniotr,dns,r,AAAA,True,0.00017,,16
moniotr,dns,r,AAAA,True,0.000171,,20
moniotr,dns,r,AAAA,True,0.000172,,22
moniotr,dns,r,AAAA,True,0.000173,,16
moniotr,dns,r,AAAA,True,0.000174,,11
moniotr,dns,r,AAAA,True,0.000175,,22
moniotr,dns,r,AAAA,True,0.000176,,10
moniotr,dns,r,AAAA,True,0.000177,,11
moniotr,dns,r,AAAA,True,0.000178,,9
moniotr,dns,r,AAAA,True,0.000179,,11
moniotr,dns,r,AAAA,True,0.00018,,8
moniotr,dns,r,AAAA,True,0.000181,,14
moniotr,dns,r,AAAA,True,0.000182,,7
moniotr,dns,r,AAAA,True,0.000183,,5
moniotr,dns,r,AAAA,True,0.000184,,5
moniotr,dns,r,AAAA,True,0.000185,,1
moniotr,dns,r,AAAA,True,0.000186,,1
moniotr,dns,r,AAAA,True,0.00019,,1
moniotr,dns,r,AAAA,True,0.000191,,1
moniotr,dns,r,AAAA,False,8.2e-05,3,
moniotr,dns,r,AAAA,False,8.3e-05,4,
moniotr,dns,r,AAAA,False,8.4e-05,9,
moniotr,dns,r,AAAA,False,0.000102,1,
moniotr,dns,r,AAAA,False,0.00017,,4
moniotr,dns,r,AAAA,False,0.000172,,7
moniotr,dns,r,AAAA,False,0.000173,,2
moniotr,dns,r,AAAA,False,0.000174,,3
moniotr,dns,r,AAAA,False,0.000175,,1
moniotr,dns,r,PTR,True,0.000124,1,
moniotr,dns,r,PTR,True,0.000125,1,
moniotr,dns,r,PTR,True,0.000126,1,
moniotr,dns,r,PTR,True,0.000133,1,
moniotr,dns,r,PTR,True,0.000134,2,
moniotr,dns,r,PTR,True,0.000181,,1
moniotr,dns,r,PTR,True,0.000184,,1
moniotr,dns,r,PTR,True,0.000185,,1
moniotr,dns,r,PTR,True,0.000193,,1
moniotr,dns,r,PTR,True,0.000195,,1
moniotr,dns,r,PTR,True,0.000214,,1
yourthings,mdns,r,PTR,True,0.000117,1,
yourthings,mdns,r,PTR,True,0.000118,2,
yourthings,mdns,r,PTR,True,0.000119,2,
yourthings,mdns,r,PTR,True,0.00012,2,
yourthings,mdns,r,PTR,True,0.000121,1,
yourthings,mdns,r,PTR,True,0.000124,1,
yourthings,mdns,r,PTR,True,0.000125,3,
yourthings,mdns,r,PTR,True,0.000126,1,
yourthings,mdns,r,PTR,True,0.000127,3,
yourthings,mdns,r,PTR,True,0.000129,2,
yourthings,mdns,r,PTR,True,0.00013,2,
yourthings,mdns,r,PTR,True,0.000133,1,
yourthings,mdns,r,PTR,True,0.000134,1,
yourthings,mdns,r,PTR,True,0.000135,1,
yourthings,mdns,r,PTR,True,0.000136,1,
yourthings,mdns,r,PTR,True,0.000153,,1
yourthings,mdns,r,PTR,True,0.000156,,1
yourthings,mdns,r,PTR,True,0.000157,,1
yourthings,mdns,r,PTR,True,0.000159,,3
yourthings,mdns,r,PTR,True,0.000163,,1
yourthings,mdns,r,PTR,True,0.000165,,1
yourthings,mdns,r,PTR,True,0.000168,,3
yourthings,mdns,r,PTR,True,0.000169,,1
yourthings,mdns,r,PTR,True,0.00017,,1
yourthings,mdns,r,PTR,True,0.000172,,1
yourthings,mdns,r,PTR,True,0.000173,,1
yourthings,mdns,r,PTR,True,0.000178,,1
yourthings,mdns,r,PTR,True,0.000186,,2
yourthings,mdns,r,PTR,True,0.000187,,2
yourthings,mdns,r,PTR,True,0.000189,,1
yourthings,mdns,r,PTR,True,0.000193,,1
yourthings,mdns,r,PTR,True,0.000197,,1
yourthings,mdns,r,PTR,True,0.000203,,1
yourthings,dns,r,A,True,2.4e-05,7,
yourthings,dns,r,A,True,2.5e-05,56,
yourthings,dns,r,A,True,2.6e-05,150,
yourthings,dns,r,A,True,2.7e-05,126,
yourthings,dns,r,A,True,2.8e-05,50,
yourthings,dns,r,A,True,2.9e-05,20,
yourthings,dns,r,A,True,3e-05,15,
yourthings,dns,r,A,True,3.1e-05,3,
yourthings,dns,r,A,True,3.2e-05,1,
yourthings,dns,r,A,True,3.4e-05,3,
yourthings,dns,r,A,True,3.5e-05,2,
yourthings,dns,r,A,True,3.6e-05,1,
yourthings,dns,r,A,True,3.7e-05,1,
yourthings,dns,r,A,True,6.1e-05,,1
yourthings,dns,r,A,True,6.2e-05,,2
yourthings,dns,r,A,True,6.3e-05,,5
yourthings,dns,r,A,True,6.4e-05,,19
yourthings,dns,r,A,True,6.5e-05,,63
yourthings,dns,r,A,True,6.6e-05,,55
yourthings,dns,r,A,True,6.7e-05,,50
yourthings,dns,r,A,True,6.8e-05,,52
yourthings,dns,r,A,True,6.9e-05,,49
yourthings,dns,r,A,True,7e-05,1,44
yourthings,dns,r,A,True,7.1e-05,,33
yourthings,dns,r,A,True,7.2e-05,,21
yourthings,dns,r,A,True,7.3e-05,,18
yourthings,dns,r,A,True,7.4e-05,5,6
yourthings,dns,r,A,True,7.5e-05,5,9
yourthings,dns,r,A,True,7.6e-05,11,2
yourthings,dns,r,A,True,7.7e-05,10,1
yourthings,dns,r,A,True,7.8e-05,7,
yourthings,dns,r,A,True,7.9e-05,6,1
yourthings,dns,r,A,True,8e-05,11,2
yourthings,dns,r,A,True,8.1e-05,9,1
yourthings,dns,r,A,True,8.2e-05,13,1
yourthings,dns,r,A,True,8.3e-05,10,
yourthings,dns,r,A,True,8.4e-05,6,
yourthings,dns,r,A,True,8.5e-05,2,
yourthings,dns,r,A,True,8.6e-05,2,
yourthings,dns,r,A,True,8.7e-05,3,
yourthings,dns,r,A,True,8.8e-05,3,
yourthings,dns,r,A,True,9e-05,1,
yourthings,dns,r,A,True,0.000108,1,
yourthings,dns,r,A,True,0.00011,1,
yourthings,dns,r,A,True,0.000115,2,
yourthings,dns,r,A,True,0.000116,2,
yourthings,dns,r,A,True,0.000117,3,
yourthings,dns,r,A,True,0.000118,6,
yourthings,dns,r,A,True,0.000119,4,1
yourthings,dns,r,A,True,0.00012,3,
yourthings,dns,r,A,True,0.000121,2,
yourthings,dns,r,A,True,0.000122,1,
yourthings,dns,r,A,True,0.000123,5,
yourthings,dns,r,A,True,0.000124,2,
yourthings,dns,r,A,True,0.000127,2,2
yourthings,dns,r,A,True,0.000128,1,6
yourthings,dns,r,A,True,0.000129,2,4
yourthings,dns,r,A,True,0.00013,,9
yourthings,dns,r,A,True,0.000131,,6
yourthings,dns,r,A,True,0.000132,,5
yourthings,dns,r,A,True,0.000133,1,6
yourthings,dns,r,A,True,0.000134,,7
yourthings,dns,r,A,True,0.000135,,6
yourthings,dns,r,A,True,0.000136,,2
yourthings,dns,r,A,True,0.000137,,6
yourthings,dns,r,A,True,0.000138,,5
yourthings,dns,r,A,True,0.000139,,3
yourthings,dns,r,A,True,0.00014,,2
yourthings,dns,r,A,True,0.000141,,4
yourthings,dns,r,A,True,0.000142,1,10
yourthings,dns,r,A,True,0.000143,,6
yourthings,dns,r,A,True,0.000144,,5
yourthings,dns,r,A,True,0.000145,,2
yourthings,dns,r,A,True,0.000146,1,3
yourthings,dns,r,A,True,0.000148,,1
yourthings,dns,r,A,True,0.00015,,1
yourthings,dns,r,A,True,0.000152,,1
yourthings,dns,r,A,True,0.000154,,1
yourthings,dns,r,A,True,0.000155,,1
yourthings,dns,r,A,True,0.000156,,1
yourthings,dns,r,A,True,0.000159,1,
yourthings,dns,r,A,True,0.000161,1,
yourthings,dns,r,A,True,0.000166,,3
yourthings,dns,r,A,True,0.000167,1,3
yourthings,dns,r,A,True,0.000168,,3
yourthings,dns,r,A,True,0.000169,,5
yourthings,dns,r,A,True,0.00017,1,2
yourthings,dns,r,A,True,0.000171,2,3
yourthings,dns,r,A,True,0.000172,,1
yourthings,dns,r,A,True,0.000173,3,1
yourthings,dns,r,A,True,0.000174,1,2
yourthings,dns,r,A,True,0.000175,3,1
yourthings,dns,r,A,True,0.000176,3,3
yourthings,dns,r,A,True,0.000177,5,2
yourthings,dns,r,A,True,0.000178,1,
yourthings,dns,r,A,True,0.000179,4,2
yourthings,dns,r,A,True,0.00018,8,1
yourthings,dns,r,A,True,0.000181,6,
yourthings,dns,r,A,True,0.000182,6,1
yourthings,dns,r,A,True,0.000183,16,1
yourthings,dns,r,A,True,0.000184,19,1
yourthings,dns,r,A,True,0.000185,19,
yourthings,dns,r,A,True,0.000186,22,
yourthings,dns,r,A,True,0.000187,19,
yourthings,dns,r,A,True,0.000188,38,1
yourthings,dns,r,A,True,0.000189,33,
yourthings,dns,r,A,True,0.00019,36,
yourthings,dns,r,A,True,0.000191,32,
yourthings,dns,r,A,True,0.000192,35,1
yourthings,dns,r,A,True,0.000193,30,
yourthings,dns,r,A,True,0.000194,31,
yourthings,dns,r,A,True,0.000195,37,
yourthings,dns,r,A,True,0.000196,28,
yourthings,dns,r,A,True,0.000197,36,
yourthings,dns,r,A,True,0.000198,41,
yourthings,dns,r,A,True,0.000199,22,
yourthings,dns,r,A,True,0.0002,23,
yourthings,dns,r,A,True,0.000201,33,
yourthings,dns,r,A,True,0.000202,29,
yourthings,dns,r,A,True,0.000203,24,
yourthings,dns,r,A,True,0.000204,17,
yourthings,dns,r,A,True,0.000205,11,
yourthings,dns,r,A,True,0.000206,13,
yourthings,dns,r,A,True,0.000207,9,
yourthings,dns,r,A,True,0.000208,15,
yourthings,dns,r,A,True,0.000209,10,
yourthings,dns,r,A,True,0.00021,8,
yourthings,dns,r,A,True,0.000211,6,
yourthings,dns,r,A,True,0.000212,1,
yourthings,dns,r,A,True,0.000213,5,
yourthings,dns,r,A,True,0.000214,2,
yourthings,dns,r,A,True,0.000216,2,
yourthings,dns,r,A,True,0.000217,2,
yourthings,dns,r,A,True,0.000219,1,
yourthings,dns,r,A,True,0.00022,,1
yourthings,dns,r,A,True,0.000221,,2
yourthings,dns,r,A,True,0.000223,,2
yourthings,dns,r,A,True,0.000224,,1
yourthings,dns,r,A,True,0.000225,,3
yourthings,dns,r,A,True,0.000226,,4
yourthings,dns,r,A,True,0.000227,,1
yourthings,dns,r,A,True,0.000228,,2
yourthings,dns,r,A,True,0.000229,,2
yourthings,dns,r,A,True,0.00023,,2
yourthings,dns,r,A,True,0.000231,,6
yourthings,dns,r,A,True,0.000232,,2
yourthings,dns,r,A,True,0.000233,,2
yourthings,dns,r,A,True,0.000234,,1
yourthings,dns,r,A,True,0.000235,,4
yourthings,dns,r,A,True,0.000236,,2
yourthings,dns,r,A,True,0.000237,,5
yourthings,dns,r,A,True,0.000238,,6
yourthings,dns,r,A,True,0.000239,,6
yourthings,dns,r,A,True,0.00024,,8
yourthings,dns,r,A,True,0.000241,,10
yourthings,dns,r,A,True,0.000242,,4
yourthings,dns,r,A,True,0.000243,,9
yourthings,dns,r,A,True,0.000244,,6
yourthings,dns,r,A,True,0.000245,,7
yourthings,dns,r,A,True,0.000246,,6
yourthings,dns,r,A,True,0.000247,,7
yourthings,dns,r,A,True,0.000248,,6
yourthings,dns,r,A,True,0.000249,,11
yourthings,dns,r,A,True,0.00025,,13
yourthings,dns,r,A,True,0.000251,,9
yourthings,dns,r,A,True,0.000252,,12
yourthings,dns,r,A,True,0.000253,,14
yourthings,dns,r,A,True,0.000254,,19
yourthings,dns,r,A,True,0.000255,,22
yourthings,dns,r,A,True,0.000256,,18
yourthings,dns,r,A,True,0.000257,,16
yourthings,dns,r,A,True,0.000258,,36
yourthings,dns,r,A,True,0.000259,,29
yourthings,dns,r,A,True,0.00026,,18
yourthings,dns,r,A,True,0.000261,,20
yourthings,dns,r,A,True,0.000262,,17
yourthings,dns,r,A,True,0.000263,,21
yourthings,dns,r,A,True,0.000264,,21
yourthings,dns,r,A,True,0.000265,,24
yourthings,dns,r,A,True,0.000266,,28
yourthings,dns,r,A,True,0.000267,,17
yourthings,dns,r,A,True,0.000268,,24
yourthings,dns,r,A,True,0.000269,,23
yourthings,dns,r,A,True,0.00027,,21
yourthings,dns,r,A,True,0.000271,,21
yourthings,dns,r,A,True,0.000272,,27
yourthings,dns,r,A,True,0.000273,,21
yourthings,dns,r,A,True,0.000274,,11
yourthings,dns,r,A,True,0.000275,,17
yourthings,dns,r,A,True,0.000276,,16
yourthings,dns,r,A,True,0.000277,,13
yourthings,dns,r,A,True,0.000278,,9
yourthings,dns,r,A,True,0.000279,,5
yourthings,dns,r,A,True,0.00028,,6
yourthings,dns,r,A,True,0.000281,,9
yourthings,dns,r,A,True,0.000282,,6
yourthings,dns,r,A,True,0.000283,,9
yourthings,dns,r,A,True,0.000284,,5
yourthings,dns,r,A,True,0.000285,,5
yourthings,dns,r,A,True,0.000286,,6
yourthings,dns,r,A,True,0.000287,,2
yourthings,dns,r,A,True,0.000288,,3
yourthings,dns,r,A,True,0.000289,,2
yourthings,dns,r,A,True,0.00029,,1
yourthings,dns,r,A,True,0.000291,,1
yourthings,dns,r,A,True,0.000292,,1
yourthings,dns,r,A,True,0.000293,,2
yourthings,dns,r,A,True,0.000294,,1
yourthings,dns,r,A,True,0.000315,,1
yourthings,dns,r,A,True,0.000316,,1
yourthings,dns,r,A,True,0.000319,,1
yourthings,dns,r,A,True,0.000333,,1
yourthings,dns,r,A,False,2.1e-05,6,
yourthings,dns,r,A,False,2.2e-05,3,
yourthings,dns,r,A,False,2.3e-05,2,
yourthings,dns,r,A,False,6.3e-05,,1
yourthings,dns,r,A,False,6.4e-05,,3
yourthings,dns,r,A,False,6.5e-05,,4
yourthings,dns,r,A,False,6.6e-05,,2
yourthings,dns,r,A,False,7e-05,,1
yourthings,dns,r,A,False,0.000186,1,
yourthings,dns,r,A,False,0.000245,,1
yourthings,dns,r,AAAA,True,2e-05,3,
yourthings,dns,r,AAAA,True,2.1e-05,7,
yourthings,dns,r,AAAA,True,2.2e-05,39,
yourthings,dns,r,AAAA,True,2.3e-05,260,
yourthings,dns,r,AAAA,True,2.4e-05,1784,
yourthings,dns,r,AAAA,True,2.5e-05,3174,
yourthings,dns,r,AAAA,True,2.6e-05,3312,
yourthings,dns,r,AAAA,True,2.7e-05,3449,
yourthings,dns,r,AAAA,True,2.8e-05,3057,
yourthings,dns,r,AAAA,True,2.9e-05,1946,
yourthings,dns,r,AAAA,True,3e-05,670,
yourthings,dns,r,AAAA,True,3.1e-05,103,
yourthings,dns,r,AAAA,True,3.2e-05,22,
yourthings,dns,r,AAAA,True,3.3e-05,18,
yourthings,dns,r,AAAA,True,3.4e-05,36,
yourthings,dns,r,AAAA,True,3.5e-05,38,
yourthings,dns,r,AAAA,True,3.6e-05,34,
yourthings,dns,r,AAAA,True,3.7e-05,31,
yourthings,dns,r,AAAA,True,3.8e-05,24,
yourthings,dns,r,AAAA,True,3.9e-05,9,
yourthings,dns,r,AAAA,True,4e-05,3,
yourthings,dns,r,AAAA,True,4.1e-05,4,
yourthings,dns,r,AAAA,True,4.2e-05,1,
yourthings,dns,r,AAAA,True,4.3e-05,3,
yourthings,dns,r,AAAA,True,4.4e-05,4,
yourthings,dns,r,AAAA,True,5.6e-05,,1
yourthings,dns,r,AAAA,True,5.7e-05,,1
yourthings,dns,r,AAAA,True,5.8e-05,,3
yourthings,dns,r,AAAA,True,5.9e-05,,13
yourthings,dns,r,AAAA,True,6e-05,,23
yourthings,dns,r,AAAA,True,6.1e-05,,31
yourthings,dns,r,AAAA,True,6.2e-05,,102
yourthings,dns,r,AAAA,True,6.3e-05,,368
yourthings,dns,r,AAAA,True,6.4e-05,,812
yourthings,dns,r,AAAA,True,6.5e-05,,1353
yourthings,dns,r,AAAA,True,6.6e-05,,1737
