dataset,protocol,msg,qtype,w_query,x,application/cbor+dns t48 decode,application/cbor+dns t48 encode
iotfinder,dns,r,TXT,False,8.7e-05,,6
iotfinder,dns,r,TXT,False,8.8e-05,1,12
iotfinder,dns,r,TXT,False,8.9e-05,,18
iotfinder,dns,r,TXT,False,9e-05,,12
iotfinder,dns,r,TXT,False,9.1e-05,,4
iotfinder,dns,r,TXT,False,9.2e-05,,2
iotfinder,dns,r,TXT,False,9.3e-05,,1
iotfinder,dns,r,TXT,False,9.4e-05,,1
iotfinder,dns,r,TXT,False,9.9e-05,,1
iotfinder,dns,r,PTR,False,7.1e-05,,4
iotfinder,dns,r,PTR,False,7.2e-05,,44
iotfinder,dns,r,PTR,False,7.3e-05,,280
iotfinder,dns,r,PTR,False,7.4e-05,,748
iotfinder,dns,r,PTR,False,7.5e-05,,824
iotfinder,dns,r,PTR,False,7.6e-05,,881
iotfinder,dns,r,PTR,False,7.7e-05,,970
iotfinder,dns,r,PTR,False,7.8e-05,,961
iotfinder,dns,r,PTR,False,7.9e-05,,993
iotfinder,dns,r,PTR,False,8e-05,,922
iotfinder,dns,r,PTR,False,8.1e-05,,1025
iotfinder,dns,r,PTR,False,8.2e-05,,1076
iotfinder,dns,r,PTR,False,8.3e-05,,1353
iotfinder,dns,r,PTR,False,8.4e-05,,1401
iotfinder,dns,r,PTR,False,8.5e-05,,1369
iotfinder,dns,r,PTR,False,8.6e-05,,1136
iotfinder,dns,r,PTR,False,8.7e-05,,836
iotfinder,dns,r,PTR,False,8.8e-05,,604
iotfinder,dns,r,PTR,False,8.9e-05,,344
iotfinder,dns,r,PTR,False,9e-05,,202
iotfinder,dns,r,PTR,False,9.1e-05,,169
iotfinder,dns,r,PTR,False,9.2e-05,,84
iotfinder,dns,r,PTR,False,9.3e-05,,47
iotfinder,dns,r,PTR,False,9.4e-05,,16
iotfinder,dns,r,PTR,False,9.5e-05,,5
iotfinder,dns,r,PTR,False,9.6e-05,,2
iotfinder,dns,r,PTR,False,9.7e-05,,1
iotfinder,dns,r,PTR,False,9.9e-05,,2
iotfinder,dns,r,PTR,False,0.0001,,2
iotfinder,dns,r,PTR,False,0.000102,12,
iotfinder,dns,r,PTR,False,0.000103,78,1
iotfinder,dns,r,PTR,False,0.000104,213,
iotfinder,dns,r,PTR,False,0.000105,482,
iotfinder,dns,r,PTR,False,0.000106,707,
iotfinder,dns,r,PTR,False,0.000107,761,
iotfinder,dns,r,PTR,False,0.000108,767,
iotfinder,dns,r,PTR,False,0.000109,590,1
iotfinder,dns,r,PTR,False,0.00011,658,
iotfinder,dns,r,PTR,False,0.000111,657,
iotfinder,dns,r,PTR,False,0.000112,593,
iotfinder,dns,r,PTR,False,0.000113,466,
iotfinder,dns,r,PTR,False,0.000114,287,
iotfinder,dns,r,PTR,False,0.000115,206,
iotfinder,dns,r,PTR,False,0.000116,135,
iotfinder,dns,r,PTR,False,0.000117,162,
iotfinder,dns,r,PTR,False,0.000118,249,
iotfinder,dns,r,PTR,False,0.000119,187,
iotfinder,dns,r,PTR,False,0.00012,93,
iotfinder,dns,r,PTR,False,0.000121,48,
iotfinder,dns,r,PTR,False,0.000122,13,
iotfinder,dns,r,PTR,False,0.000123,1,
iotfinder,dns,r,PTR,False,0.000124,2,
iotfinder,dns,r,PTR,False,0.000125,2,
iotfinder,dns,r,PTR,False,0.000126,2,
iotfinder,dns,r,PTR,False,0.000127,12,
iotfinder,dns,r,PTR,False,0.000128,35,1
iotfinder,dns,r,PTR,False,0.000129,86,
iotfinder,dns,r,PTR,False,0.00013,169,
iotfinder,dns,r,PTR,False,0.000131,312,
iotfinder,dns,r,PTR,False,0.000132,452,
iotfinder,dns,r,PTR,False,0.000133,561,
iotfinder,dns,r,PTR,False,0.000134,647,
iotfinder,dns,r,PTR,False,0.000135,707,
iotfinder,dns,r,PTR,False,0.000136,797,
iotfinder,dns,r,PTR,False,0.000137,793,
iotfinder,dns,r,PTR,False,0.000138,726,
iotfinder,dns,r,PTR,False,0.000139,684,
iotfinder,dns,r,PTR,False,0.00014,675,1
iotfinder,dns,r,PTR,False,0.000141,570,
iotfinder,dns,r,PTR,False,0.000142,417,
iotfinder,dns,r,PTR,False,0.000143,328,
iotfinder,dns,r,PTR,False,0.000144,245,
iotfinder,dns,r,PTR,False,0.000145,204,
iotfinder,dns,r,PTR,False,0.000146,164,
iotfinder,dns,r,PTR,False,0.000147,108,
iotfinder,dns,r,PTR,False,0.000148,73,
iotfinder,dns,r,PTR,False,0.000149,69,
iotfinder,dns,r,PTR,False,0.00015,50,
iotfinder,dns,r,PTR,False,0.000151,20,
iotfinder,dns,r,PTR,False,0.000152,14,
iotfinder,dns,r,PTR,False,0.000153,3,
iotfinder,dns,r,PTR,False,0.000154,4,
iotfinder,dns,r,PTR,False,0.000155,3,
iotfinder,dns,r,PTR,False,0.000156,1,
iotfinder,dns,r,PTR,False,0.000157,2,
iotfinder,dns,r,PTR,False,0.00017,1,
iotfinder,dns,r,PTR,False,0.000171,1,
iotfinder,dns,r,PTR,False,0.000188,1,
iotfinder,dns,r,PTR,False,0.000207,,1
iotfinder,dns,r,PTR,False,0.000212,1,
moniotr,mdns,q,PTR,False,2.2e-05,,1
moniotr,mdns,q,PTR,False,2.3e-05,68,136
moniotr,mdns,q,PTR,False,2.4e-05,256,215
moniotr,mdns,q,PTR,False,2.5e-05,132,131
moniotr,mdns,q,PTR,False,2.6e-05,315,456
moniotr,mdns,q,PTR,False,2.7e-05,662,497
moniotr,mdns,q,PTR,False,2.8e-05,800,654
moniotr,mdns,q,PTR,False,2.9e-05,285,365
moniotr,mdns,q,PTR,False,3e-05,27,103
moniotr,mdns,q,PTR,False,3.1e-05,1,6
moniotr,mdns,q,PTR,False,3.2e-05,2,
moniotr,mdns,q,PTR,False,3.3e-05,8,1
moniotr,mdns,q,PTR,False,3.4e-05,1,
moniotr,mdns,q,PTR,False,3.5e-05,2,
moniotr,mdns,q,PTR,False,3.6e-05,7,
moniotr,mdns,q,PTR,False,3.9e-05,,4
moniotr,mdns,q,PTR,False,4e-05,,50
moniotr,mdns,q,PTR,False,4.1e-05,,118
moniotr,mdns,q,PTR,False,4.2e-05,,48
moniotr,mdns,q,PTR,False,4.3e-05,,56
moniotr,mdns,q,PTR,False,4.4e-05,,29
moniotr,mdns,q,PTR,False,4.5e-05,,43
moniotr,mdns,q,PTR,False,4.6e-05,,129
moniotr,mdns,q,PTR,False,4.7e-05,,128
moniotr,mdns,q,PTR,False,4.8e-05,,110
moniotr,mdns,q,PTR,False,4.9e-05,,90
moniotr,mdns,q,PTR,False,5e-05,,81
moniotr,mdns,q,PTR,False,5.1e-05,,58
moniotr,mdns,q,PTR,False,5.2e-05,,27
moniotr,mdns,q,PTR,False,5.3e-05,,1
moniotr,mdns,q,PTR,False,6.1e-05,4,
moniotr,mdns,q,PTR,False,6.2e-05,53,1
moniotr,mdns,q,PTR,False,6.3e-05,65,
moniotr,mdns,q,PTR,False,6.4e-05,66,
moniotr,mdns,q,PTR,False,6.5e-05,27,
moniotr,mdns,q,PTR,False,6.6e-05,12,
moniotr,mdns,q,PTR,False,6.7e-05,51,
moniotr,mdns,q,PTR,False,6.8e-05,11,
moniotr,mdns,q,PTR,False,6.9e-05,17,
moniotr,mdns,q,PTR,False,7e-05,18,
moniotr,mdns,q,PTR,False,7.1e-05,80,
moniotr,mdns,q,PTR,False,7.2e-05,96,
moniotr,mdns,q,PTR,False,7.3e-05,100,
moniotr,mdns,q,PTR,False,7.4e-05,66,
moniotr,mdns,q,PTR,False,7.5e-05,67,
moniotr,mdns,q,PTR,False,7.6e-05,45,
moniotr,mdns,q,PTR,False,7.7e-05,29,
moniotr,mdns,q,PTR,False,7.8e-05,42,
moniotr,mdns,q,PTR,False,7.9e-05,62,
moniotr,mdns,q,PTR,False,8e-05,36,
moniotr,mdns,q,PTR,False,8.1e-05,18,
moniotr,mdns,q,PTR,False,8.2e-05,5,
moniotr,mdns,q,PTR,False,9.1e-05,1,
moniotr,mdns,q,PTR,False,9.2e-05,1,
moniotr,mdns,q,ANY,False,4.2e-05,,3
moniotr,mdns,q,ANY,False,4.3e-05,,1
moniotr,mdns,q,ANY,False,4.4e-05,,9
moniotr,mdns,q,ANY,False,4.5e-05,,35
moniotr,mdns,q,ANY,False,4.6e-05,,15
moniotr,mdns,q,ANY,False,4.7e-05,,10
moniotr,mdns,q,ANY,False,4.8e-05,,42
moniotr,mdns,q,ANY,False,4.9e-05,,49
moniotr,mdns,q,ANY,False,5e-05,,42
moniotr,mdns,q,ANY,False,5.1e-05,,21
moniotr,mdns,q,ANY,False,5.2e-05,,10
moniotr,mdns,q,ANY,False,5.3e-05,,27
moniotr,mdns,q,ANY,False,5.4e-05,,12
moniotr,mdns,q,ANY,False,5.5e-05,,1
moniotr,mdns,q,ANY,False,5.8e-05,1,
moniotr,mdns,q,ANY,False,5.9e-05,2,
moniotr,mdns,q,ANY,False,6.1e-05,1,
moniotr,mdns,q,ANY,False,6.2e-05,5,3
moniotr,mdns,q,ANY,False,6.3e-05,4,3
moniotr,mdns,q,ANY,False,6.4e-05,8,2
moniotr,mdns,q,ANY,False,6.5e-05,26,12
moniotr,mdns,q,ANY,False,6.6e-05,14,33
moniotr,mdns,q,ANY,False,6.7e-05,7,10
moniotr,mdns,q,ANY,False,6.8e-05,14,5
moniotr,mdns,q,ANY,False,6.9e-05,22,
moniotr,mdns,q,ANY,False,7e-05,42,
moniotr,mdns,q,ANY,False,7.1e-05,12,
moniotr,mdns,q,ANY,False,7.2e-05,11,
moniotr,mdns,q,ANY,False,7.3e-05,8,
moniotr,mdns,q,ANY,False,7.4e-05,3,
moniotr,mdns,q,ANY,False,7.5e-05,1,
moniotr,mdns,q,ANY,False,7.7e-05,3,
moniotr,mdns,q,ANY,False,7.8e-05,12,
moniotr,mdns,q,ANY,False,7.9e-05,10,
moniotr,mdns,q,ANY,False,8e-05,14,
moniotr,mdns,q,ANY,False,8.1e-05,3,
moniotr,mdns,q,ANY,False,8.3e-05,5,
moniotr,mdns,q,ANY,False,8.4e-05,23,
moniotr,mdns,q,ANY,False,8.5e-05,16,
moniotr,mdns,q,ANY,False,8.6e-05,10,
moniotr,mdns,q,ANY,False,0.000104,2,
moniotr,mdns,q,ANY,False,0.000105,2,
moniotr,mdns,q,ANY,False,0.000106,2,
moniotr,mdns,q,ANY,False,0.000108,3,
moniotr,mdns,q,ANY,False,0.000109,8,
moniotr,mdns,q,ANY,False,0.00011,13,
moniotr,mdns,q,ANY,False,0.000111,18,
moniotr,mdns,q,ANY,False,0.000112,10,
moniotr,mdns,q,ANY,False,0.000113,8,
moniotr,mdns,q,ANY,False,0.000114,2,
moniotr,mdns,q,SRV,False,2.7e-05,,10
moniotr,mdns,q,SRV,False,2.8e-05,,25
moniotr,mdns,q,SRV,False,2.9e-05,4,14
moniotr,mdns,q,SRV,False,3e-05,20,41
moniotr,mdns,q,SRV,False,3.1e-05,19,30
moniotr,mdns,q,SRV,False,3.2e-05,40,27
moniotr,mdns,q,SRV,False,3.3e-05,14,30
moniotr,mdns,q,SRV,False,3.4e-05,5,32
moniotr,mdns,q,SRV,False,3.5e-05,8,28
moniotr,mdns,q,SRV,False,3.6e-05,13,7
moniotr,mdns,q,SRV,False,3.7e-05,16,1
moniotr,mdns,q,SRV,False,3.8e-05,26,
moniotr,mdns,q,SRV,False,3.9e-05,50,
moniotr,mdns,q,SRV,False,4e-05,17,
moniotr,mdns,q,SRV,False,4.1e-05,4,
moniotr,mdns,q,SRV,False,4.2e-05,5,
moniotr,mdns,q,SRV,False,4.3e-05,5,
moniotr,mdns,q,SRV,False,5.5e-05,,1
moniotr,dns,q,A,False,1.9e-05,1,
moniotr,dns,q,A,False,2e-05,8,
moniotr,dns,q,A,False,2.1e-05,4327,1
moniotr,dns,q,A,False,2.2e-05,11644,1651
moniotr,dns,q,A,False,2.3e-05,7136,12192
moniotr,dns,q,A,False,2.4e-05,7550,9148
moniotr,dns,q,A,False,2.5e-05,15311,6971
moniotr,dns,q,A,False,2.6e-05,12465,12844
moniotr,dns,q,A,False,2.7e-05,7838,16329
moniotr,dns,q,A,False,2.8e-05,4280,10225
moniotr,dns,q,A,False,2.9e-05,2482,4884
moniotr,dns,q,A,False,3e-05,1717,1989
moniotr,dns,q,A,False,3.1e-05,930,524
moniotr,dns,q,A,False,3.2e-05,788,218
moniotr,dns,q,A,False,3.3e-05,213,104
moniotr,dns,q,A,False,3.4e-05,139,26
moniotr,dns,q,A,False,3.5e-05,99,8
moniotr,dns,q,A,False,3.6e-05,103,8
moniotr,dns,q,A,False,3.7e-05,74,6
moniotr,dns,q,A,False,3.8e-05,29,8
moniotr,dns,q,A,False,3.9e-05,7,3
moniotr,dns,q,A,False,4e-05,4,7
moniotr,dns,q,A,False,4.1e-05,4,2
moniotr,dns,q,A,False,4.2e-05,3,3
moniotr,dns,q,A,False,4.3e-05,3,2
moniotr,dns,q,A,False,4.4e-05,4,2
moniotr,dns,q,A,False,4.5e-05,2,
moniotr,dns,q,A,False,4.6e-05,1,
moniotr,dns,q,A,False,4.7e-05,,1
moniotr,dns,q,A,False,4.9e-05,,1
moniotr,dns,q,A,False,5.3e-05,,1
moniotr,dns,q,A,False,5.4e-05,,1
moniotr,dns,q,A,False,5.6e-05,1,
moniotr,dns,q,A,False,6.2e-05,,1
moniotr,dns,q,A,False,6.6e-05,,1
moniotr,dns,q,A,False,6.8e-05,,1
moniotr,dns,q,A,False,7.1e-05,,1
moniotr,dns,q,A,False,8.4e-05,1,
moniotr,dns,q,A,False,8.5e-05,,1
moniotr,dns,q,A,False,8.9e-05,,1
moniotr,dns,q,A,False,9.2e-05,1,
moniotr,dns,q,A,False,9.4e-05,,1
moniotr,dns,q,A,False,0.000101,1,
moniotr,dns,q,A,False,0.000102,1,
moniotr,dns,q,A,False,0.000121,,1
moniotr,dns,q,AAAA,False,2e-05,15,
moniotr,dns,q,AAAA,False,2.1e-05,122,
moniotr,dns,q,AAAA,False,2.2e-05,392,140
moniotr,dns,q,AAAA,False,2.3e-05,455,457
moniotr,dns,q,AAAA,False,2.4e-05,509,484
moniotr,dns,q,AAAA,False,2.5e-05,920,619
moniotr,dns,q,AAAA,False,2.6e-05,933,1056
moniotr,dns,q,AAAA,False,2.7e-05,863,1413
moniotr,dns,q,AAAA,False,2.8e-05,592,1289
moniotr,dns,q,AAAA,False,2.9e-05,492,561
moniotr,dns,q,AAAA,False,3e-05,204,192
moniotr,dns,q,AAAA,False,3.1e-05,423,100
moniotr,dns,q,AAAA,False,3.2e-05,177,72
moniotr,dns,q,AAAA,False,3.3e-05,65,25
moniotr,dns,q,AAAA,False,3.4e-05,90,5
moniotr,dns,q,AAAA,False,3.5e-05,61,4
moniotr,dns,q,AAAA,False,3.6e-05,73,2
moniotr,dns,q,AAAA,False,3.7e-05,21,
moniotr,dns,q,AAAA,False,3.8e-05,6,
moniotr,dns,q,AAAA,False,3.9e-05,4,
moniotr,dns,q,AAAA,False,4e-05,2,1
moniotr,dns,q,AAAA,False,4.1e-05,3,1
moniotr,dns,q,AAAA,False,4.2e-05,1,
moniotr,dns,q,AAAA,False,4.3e-05,2,
moniotr,dns,q,AAAA,False,4.9e-05,,1
moniotr,dns,q,AAAA,False,5.2e-05,,2
moniotr,dns,q,AAAA,False,6.7e-05,,1
moniotr,dns,q,TXT,False,2.7e-05,,13
moniotr,dns,q,TXT,False,2.8e-05,,2
moniotr,dns,q,TXT,False,2.9e-05,10,
moniotr,dns,q,TXT,False,3e-05,5,3
moniotr,dns,q,TXT,False,3.1e-05,,16
moniotr,dns,q,TXT,False,3.2e-05,,1
moniotr,dns,q,TXT,False,3.3e-05,2,
moniotr,dns,q,TXT,False,3.4e-05,11,
moniotr,dns,q,TXT,False,3.5e-05,7,
moniotr,dns,q,PTR,False,2.7e-05,,3
moniotr,dns,q,PTR,False,2.8e-05,1,3
moniotr,dns,q,PTR,False,2.9e-05,2,2
moniotr,dns,q,PTR,False,3e-05,3,9
moniotr,dns,q,PTR,False,3.1e-05,2,9
moniotr,dns,q,PTR,False,3.2e-05,1,5
moniotr,dns,q,PTR,False,3.3e-05,9,5
moniotr,dns,q,PTR,False,3.4e-05,9,1
moniotr,dns,q,PTR,False,3.5e-05,9,
moniotr,dns,q,PTR,False,3.6e-05,1,
moniotr,dns,r,A,True,5.6e-05,,22
moniotr,dns,r,A,True,5.7e-05,,1599
moniotr,dns,r,A,True,5.8e-05,,4786
moniotr,dns,r,A,True,5.9e-05,,4038
moniotr,dns,r,A,True,6e-05,,1493
moniotr,dns,r,A,True,6.1e-05,,2280
moniotr,dns,r,A,True,6.2e-05,,1831
moniotr,dns,r,A,True,6.3e-05,,793
moniotr,dns,r,A,True,6.4e-05,,469
moniotr,dns,r,A,True,6.5e-05,,607
moniotr,dns,r,A,True,6.6e-05,,981
moniotr,dns,r,A,True,6.7e-05,,1253
moniotr,dns,r,A,True,6.8e-05,,1098
moniotr,dns,r,A,True,6.9e-05,,736
moniotr,dns,r,A,True,7e-05,,736
moniotr,dns,r,A,True,7.1e-05,,805
moniotr,dns,r,A,True,7.2e-05,,617
moniotr,dns,r,A,True,7.3e-05,,334
moniotr,dns,r,A,True,7.4e-05,,215
moniotr,dns,r,A,True,7.5e-05,,127
moniotr,dns,r,A,True,7.6e-05,,60
moniotr,dns,r,A,True,7.7e-05,,32
moniotr,dns,r,A,True,7.8e-05,,23
moniotr,dns,r,A,True,7.9e-05,,24
moniotr,dns,r,A,True,8e-05,1,11
moniotr,dns,r,A,True,8.1e-05,178,8
moniotr,dns,r,A,True,8.2e-05,2574,6
moniotr,dns,r,A,True,8.3e-05,5434,4
moniotr,dns,r,A,True,8.4e-05,2222,5
moniotr,dns,r,A,True,8.5e-05,789,5
moniotr,dns,r,A,True,8.6e-05,1499,1
moniotr,dns,r,A,True,8.7e-05,1865,
moniotr,dns,r,A,True,8.8e-05,1380,2
moniotr,dns,r,A,True,8.9e-05,556,3
moniotr,dns,r,A,True,9e-05,406,4
moniotr,dns,r,A,True,9.1e-05,275,2
moniotr,dns,r,A,True,9.2e-05,297,4
moniotr,dns,r,A,True,9.3e-05,537,6
moniotr,dns,r,A,True,9.4e-05,849,17
moniotr,dns,r,A,True,9.5e-05,953,22
moniotr,dns,r,A,True,9.6e-05,912,32
moniotr,dns,r,A,True,9.7e-05,722,51
moniotr,dns,r,A,True,9.8e-05,542,83
moniotr,dns,r,A,True,9.9e-05,538,77
moniotr,dns,r,A,True,0.0001,514,53
moniotr,dns,r,A,True,0.000101,443,33
moniotr,dns,r,A,True,0.000102,371,18
moniotr,dns,r,A,True,0.000103,333,59
moniotr,dns,r,A,True,0.000104,206,91
moniotr,dns,r,A,True,0.000105,174,123
moniotr,dns,r,A,True,0.000106,106,150
moniotr,dns,r,A,True,0.000107,67,181
moniotr,dns,r,A,True,0.000108,46,266
moniotr,dns,r,A,True,0.000109,51,390
moniotr,dns,r,A,True,0.00011,45,248
moniotr,dns,r,A,True,0.000111,33,136
moniotr,dns,r,A,True,0.000112,17,99
moniotr,dns,r,A,True,0.000113,21,119
moniotr,dns,r,A,True,0.000114,9,136
moniotr,dns,r,A,True,0.000115,4,151
moniotr,dns,r,A,True,0.000116,4,128
moniotr,dns,r,A,True,0.000117,1,112
moniotr,dns,r,A,True,0.000118,,86
moniotr,dns,r,A,True,0.000119,2,96
moniotr,dns,r,A,True,0.00012,8,64
moniotr,dns,r,A,True,0.000121,3,47
moniotr,dns,r,A,True,0.000122,1,88
moniotr,dns,r,A,True,0.000123,8,118
moniotr,dns,r,A,True,0.000124,3,99
moniotr,dns,r,A,True,0.000125,,62
moniotr,dns,r,A,True,0.000126,,31
moniotr,dns,r,A,True,0.000127,3,17
moniotr,dns,r,A,True,0.000128,5,21
moniotr,dns,r,A,True,0.000129,3,40
moniotr,dns,r,A,True,0.00013,,27
moniotr,dns,r,A,True,0.000131,2,1
moniotr,dns,r,A,True,0.000132,,3
moniotr,dns,r,A,True,0.000133,1,3
moniotr,dns,r,A,True,0.000134,1,2
moniotr,dns,r,A,True,0.000135,1,
moniotr,dns,r,A,True,0.000136,3,
moniotr,dns,r,A,True,0.000137,5,
moniotr,dns,r,A,True,0.000138,4,1
moniotr,dns,r,A,True,0.000139,2,
moniotr,dns,r,A,True,0.00014,8,
moniotr,dns,r,A,True,0.000141,21,
moniotr,dns,r,A,True,0.000142,50,
moniotr,dns,r,A,True,0.000143,62,
moniotr,dns,r,A,True,0.000144,40,
moniotr,dns,r,A,True,0.000145,13,
moniotr,dns,r,A,True,0.000146,7,
moniotr,dns,r,A,True,0.000147,3,
moniotr,dns,r,A,True,0.000148,4,
moniotr,dns,r,A,True,0.000149,7,
moniotr,dns,r,A,True,0.00015,10,
moniotr,dns,r,A,True,0.000151,10,
moniotr,dns,r,A,True,0.000152,6,
moniotr,dns,r,A,True,0.000153,8,
moniotr,dns,r,A,True,0.000154,3,
moniotr,dns,r,A,True,0.000155,1,
moniotr,dns,r,A,True,0.000156,2,
moniotr,dns,r,A,True,0.000157,4,
moniotr,dns,r,A,True,0.000158,5,1
moniotr,dns,r,A,True,0.000159,3,
moniotr,dns,r,A,True,0.000166,,1
moniotr,dns,r,A,True,0.000168,1,
moniotr,dns,r,A,True,0.000184,3,
moniotr,dns,r,A,True,0.000186,3,
moniotr,dns,r,A,True,0.000187,5,
moniotr,dns,r,A,True,0.000188,4,
moniotr,dns,r,A,True,0.000189,3,
moniotr,dns,r,A,True,0.00019,7,
moniotr,dns,r,A,True,0.000191,10,
moniotr,dns,r,A,True,0.000192,13,
moniotr,dns,r,A,True,0.000193,7,
moniotr,dns,r,A,True,0.000194,5,
moniotr,dns,r,A,True,0.000195,9,
moniotr,dns,r,A,True,0.000196,12,
moniotr,dns,r,A,True,0.000197,10,
moniotr,dns,r,A,True,0.000198,8,
moniotr,dns,r,A,True,0.000199,10,
moniotr,dns,r,A,True,0.0002,14,
moniotr,dns,r,A,True,0.000201,10,
moniotr,dns,r,A,True,0.000202,18,
moniotr,dns,r,A,True,0.000203,33,
moniotr,dns,r,A,True,0.000204,52,
moniotr,dns,r,A,True,0.000205,52,
moniotr,dns,r,A,True,0.000206,67,
moniotr,dns,r,A,True,0.000207,97,
moniotr,dns,r,A,True,0.000208,63,
moniotr,dns,r,A,True,0.000209,79,
moniotr,dns,r,A,True,0.00021,121,
moniotr,dns,r,A,True,0.000211,137,
moniotr,dns,r,A,True,0.000212,177,
moniotr,dns,r,A,True,0.000213,203,
moniotr,dns,r,A,True,0.000214,180,1
moniotr,dns,r,A,True,0.000215,156,
moniotr,dns,r,A,True,0.000216,83,
moniotr,dns,r,A,True,0.000217,64,
moniotr,dns,r,A,True,0.000218,38,
moniotr,dns,r,A,True,0.000219,59,
moniotr,dns,r,A,True,0.00022,56,
moniotr,dns,r,A,True,0.000221,62,
moniotr,dns,r,A,True,0.000222,68,
moniotr,dns,r,A,True,0.000223,75,
moniotr,dns,r,A,True,0.000224,87,
moniotr,dns,r,A,True,0.000225,70,
moniotr,dns,r,A,True,0.000226,51,
moniotr,dns,r,A,True,0.000227,60,
moniotr,dns,r,A,True,0.000228,45,
moniotr,dns,r,A,True,0.000229,56,
moniotr,dns,r,A,True,0.00023,37,
moniotr,dns,r,A,True,0.000231,57,
moniotr,dns,r,A,True,0.000232,52,
moniotr,dns,r,A,True,0.000233,59,
moniotr,dns,r,A,True,0.000234,46,
moniotr,dns,r,A,True,0.000235,22,
moniotr,dns,r,A,True,0.000236,28,
moniotr,dns,r,A,True,0.000237,16,
moniotr,dns,r,A,True,0.000238,15,
moniotr,dns,r,A,True,0.000239,12,
moniotr,dns,r,A,True,0.00024,11,
moniotr,dns,r,A,True,0.000241,5,
moniotr,dns,r,A,True,0.000242,5,
moniotr,dns,r,A,True,0.000243,5,
moniotr,dns,r,A,True,0.000244,16,
moniotr,dns,r,A,True,0.000245,65,
moniotr,dns,r,A,True,0.000246,93,
moniotr,dns,r,A,True,0.000247,65,
moniotr,dns,r,A,True,0.000248,56,
moniotr,dns,r,A,True,0.000249,34,
moniotr,dns,r,A,True,0.00025,28,
moniotr,dns,r,A,True,0.000251,14,
moniotr,dns,r,A,True,0.000252,12,
moniotr,dns,r,A,True,0.000253,16,
moniotr,dns,r,A,True,0.000254,7,
moniotr,dns,r,A,True,0.000255,5,
moniotr,dns,r,A,True,0.000256,16,
moniotr,dns,r,A,True,0.000257,26,
moniotr,dns,r,A,True,0.000258,10,
moniotr,dns,r,A,True,0.000259,11,
moniotr,dns,r,A,True,0.00026,10,
moniotr,dns,r,A,True,0.000261,4,1
moniotr,dns,r,A,True,0.000263,2,
moniotr,dns,r,A,True,0.000264,1,
moniotr,dns,r,A,True,0.00027,1,
moniotr,dns,r,A,True,0.000275,1,
moniotr,dns,r,A,True,0.000278,1,
moniotr,dns,r,A,True,0.000298,1,
moniotr,dns,r,A,True,0.000336,1,
moniotr,dns,r,A,False,5.9e-05,2,
moniotr,dns,r,A,False,6e-05,6,
moniotr,dns,r,A,False,6.2e-05,,1
moniotr,dns,r,A,False,6.3e-05,1,4
moniotr,dns,r,A,False,6.4e-05,,3
moniotr,dns,r,A,False,6.6e-05,7,
moniotr,dns,r,A,False,6.7e-05,4,1
moniotr,dns,r,A,False,6.8e-05,4,
moniotr,dns,r,A,False,6.9e-05,6,1
moniotr,dns,r,A,False,7e-05,9,
moniotr,dns,r,A,False,7.1e-05,14,9
moniotr,dns,r,A,False,7.2e-05,12,3
moniotr,dns,r,A,False,7.3e-05,13,4
moniotr,dns,r,A,False,7.4e-05,17,5
moniotr,dns,r,A,False,7.5e-05,4,18
moniotr,dns,r,A,False,7.6e-05,3,10
moniotr,dns,r,A,False,7.7e-05,2,6
moniotr,dns,r,A,False,7.8e-05,3,21
moniotr,dns,r,A,False,7.9e-05,2,11
moniotr,dns,r,A,False,8e-05,1,2
moniotr,dns,r,A,False,8.1e-05,1,3
moniotr,dns,r,A,False,8.2e-05,1,1
moniotr,dns,r,A,False,8.3e-05,,1
moniotr,dns,r,A,False,8.4e-05,,3
moniotr,dns,r,A,False,8.5e-05,,3
moniotr,dns,r,A,False,8.7e-05,,2
moniotr,dns,r,A,False,0.000107,,1
moniotr,dns,r,A,False,0.000108,,2
moniotr,dns,r,A,False,0.000109,,3
moniotr,dns,r,A,False,0.00011,,4
moniotr,dns,r,A,False,0.000111,,2
moniotr,dns,r,A,False,0.000112,,10
moniotr,dns,r,A,False,0.000113,,5
moniotr,dns,r,A,False,0.000114,,1
moniotr,dns,r,A,False,0.000115,2,4
moniotr,dns,r,A,False,0.000116,1,10
moniotr,dns,r,A,False,0.000117,,13
moniotr,dns,r,A,False,0.000118,,8
moniotr,dns,r,A,False,0.000119,,12
moniotr,dns,r,A,False,0.00012,,4
moniotr,dns,r,A,False,0.000121,,3
moniotr,dns,r,A,False,0.000122,,4
moniotr,dns,r,A,False,0.000124,,1
moniotr,dns,r,A,False,0.000125,,11
moniotr,dns,r,A,False,0.000126,,11
moniotr,dns,r,A,False,0.000127,,6
moniotr,dns,r,A,False,0.000128,,4
moniotr,dns,r,A,False,0.000129,,2
moniotr,dns,r,A,False,0.00013,,7
moniotr,dns,r,A,False,0.000131,,2
moniotr,dns,r,A,False,0.000132,,1
moniotr,dns,r,A,False,0.000176,1,
moniotr,dns,r,A,False,0.000178,1,
moniotr,dns,r,A,False,0.000179,1,
moniotr,dns,r,A,False,0.000181,2,
moniotr,dns,r,A,False,0.000182,1,
moniotr,dns,r,A,False,0.000183,4,
moniotr,dns,r,A,False,0.000184,1,
moniotr,dns,r,A,False,0.000185,1,
moniotr,dns,r,A,False,0.000186,1,
moniotr,dns,r,A,False,0.000187,3,
moniotr,dns,r,A,False,0.000188,4,
