dataset,protocol,msg,qtype,w_query,x,application/dns-message decode,application/dns-message encode
iotfinder,dns,r,PTR,,0.000239,9,
iotfinder,dns,r,PTR,,0.00024,6,
iotfinder,dns,r,PTR,,0.000241,6,
iotfinder,dns,r,PTR,,0.000242,4,
iotfinder,dns,r,PTR,,0.000243,4,
iotfinder,dns,r,PTR,,0.000244,9,
iotfinder,dns,r,PTR,,0.000245,5,
iotfinder,dns,r,PTR,,0.000246,5,
iotfinder,dns,r,PTR,,0.000247,3,
iotfinder,dns,r,PTR,,0.000248,7,
iotfinder,dns,r,PTR,,0.000249,7,
iotfinder,dns,r,PTR,,0.00025,4,
iotfinder,dns,r,PTR,,0.000251,2,
iotfinder,dns,r,PTR,,0.000252,10,
iotfinder,dns,r,PTR,,0.000253,6,
iotfinder,dns,r,PTR,,0.000254,6,1
iotfinder,dns,r,PTR,,0.000255,4,
iotfinder,dns,r,PTR,,0.000256,4,
iotfinder,dns,r,PTR,,0.000257,4,
iotfinder,dns,r,PTR,,0.000258,2,
iotfinder,dns,r,PTR,,0.000259,4,
iotfinder,dns,r,PTR,,0.00026,2,
iotfinder,dns,r,PTR,,0.000261,1,
iotfinder,dns,r,PTR,,0.000262,3,1
iotfinder,dns,r,PTR,,0.000265,2,
iotfinder,dns,r,PTR,,0.000266,3,
iotfinder,dns,r,PTR,,0.000267,,1
iotfinder,dns,r,PTR,,0.000268,1,
iotfinder,dns,r,PTR,,0.000271,,1
iotfinder,dns,r,PTR,,0.000275,1,
iotfinder,dns,r,PTR,,0.000276,1,
iotfinder,dns,r,PTR,,0.000277,3,
iotfinder,dns,r,PTR,,0.000278,2,
iotfinder,dns,r,PTR,,0.000279,3,
iotfinder,dns,r,PTR,,0.00028,5,
iotfinder,dns,r,PTR,,0.000281,9,
iotfinder,dns,r,PTR,,0.000282,18,
iotfinder,dns,r,PTR,,0.000283,18,
iotfinder,dns,r,PTR,,0.000284,13,
iotfinder,dns,r,PTR,,0.000285,13,
iotfinder,dns,r,PTR,,0.000286,23,
iotfinder,dns,r,PTR,,0.000287,19,
iotfinder,dns,r,PTR,,0.000288,16,
iotfinder,dns,r,PTR,,0.000289,17,
iotfinder,dns,r,PTR,,0.00029,21,
iotfinder,dns,r,PTR,,0.000291,11,
iotfinder,dns,r,PTR,,0.000292,24,
iotfinder,dns,r,PTR,,0.000293,25,
iotfinder,dns,r,PTR,,0.000294,29,
iotfinder,dns,r,PTR,,0.000295,39,
iotfinder,dns,r,PTR,,0.000296,36,
iotfinder,dns,r,PTR,,0.000297,51,
iotfinder,dns,r,PTR,,0.000298,37,
iotfinder,dns,r,PTR,,0.000299,29,
iotfinder,dns,r,PTR,,0.0003,43,
iotfinder,dns,r,PTR,,0.000301,30,
iotfinder,dns,r,PTR,,0.000302,17,
iotfinder,dns,r,PTR,,0.000303,22,
iotfinder,dns,r,PTR,,0.000304,18,
iotfinder,dns,r,PTR,,0.000305,11,
iotfinder,dns,r,PTR,,0.000306,18,
iotfinder,dns,r,PTR,,0.000307,12,
iotfinder,dns,r,PTR,,0.000308,11,
iotfinder,dns,r,PTR,,0.000309,9,
iotfinder,dns,r,PTR,,0.00031,9,
iotfinder,dns,r,PTR,,0.000311,15,
iotfinder,dns,r,PTR,,0.000312,5,
iotfinder,dns,r,PTR,,0.000313,5,
iotfinder,dns,r,PTR,,0.000314,3,
iotfinder,dns,r,PTR,,0.000315,4,
iotfinder,dns,r,PTR,,0.000316,6,
iotfinder,dns,r,PTR,,0.000317,4,
iotfinder,dns,r,PTR,,0.000318,3,
iotfinder,dns,r,PTR,,0.000319,4,
iotfinder,dns,r,PTR,,0.000321,2,
moniotr,mdns,q,PTR,,3.1e-05,,2
moniotr,mdns,q,PTR,,3.2e-05,,121
moniotr,mdns,q,PTR,,3.3e-05,,133
moniotr,mdns,q,PTR,,3.4e-05,,42
moniotr,mdns,q,PTR,,3.5e-05,1,51
moniotr,mdns,q,PTR,,3.6e-05,111,206
moniotr,mdns,q,PTR,,3.7e-05,144,449
moniotr,mdns,q,PTR,,3.8e-05,31,371
moniotr,mdns,q,PTR,,3.9e-05,37,144
moniotr,mdns,q,PTR,,4e-05,30,38
moniotr,mdns,q,PTR,,4.1e-05,279,2
moniotr,mdns,q,PTR,,4.2e-05,374,3
moniotr,mdns,q,PTR,,4.3e-05,363,7
moniotr,mdns,q,PTR,,4.4e-05,154,
moniotr,mdns,q,PTR,,4.5e-05,36,
moniotr,mdns,q,PTR,,4.6e-05,9,
moniotr,mdns,q,PTR,,4.7e-05,4,
moniotr,mdns,q,PTR,,4.8e-05,1,
moniotr,mdns,q,PTR,,4.9e-05,,1
moniotr,mdns,q,PTR,,5e-05,,4
moniotr,mdns,q,PTR,,5.1e-05,,3
moniotr,mdns,q,PTR,,5.2e-05,1,1
moniotr,mdns,q,PTR,,5.4e-05,1,
moniotr,mdns,q,PTR,,5.9e-05,1,
moniotr,mdns,q,PTR,,6.1e-05,1,
moniotr,mdns,q,PTR,,7.8e-05,,5
moniotr,mdns,q,PTR,,7.9e-05,,54
moniotr,mdns,q,PTR,,8e-05,,69
moniotr,mdns,q,PTR,,8.1e-05,,67
moniotr,mdns,q,PTR,,8.2e-05,,46
moniotr,mdns,q,PTR,,8.3e-05,,24
moniotr,mdns,q,PTR,,8.4e-05,,14
moniotr,mdns,q,PTR,,8.5e-05,,23
moniotr,mdns,q,PTR,,8.6e-05,,21
moniotr,mdns,q,PTR,,8.7e-05,,30
moniotr,mdns,q,PTR,,8.8e-05,,47
moniotr,mdns,q,PTR,,8.9e-05,,94
moniotr,mdns,q,PTR,,9e-05,,110
moniotr,mdns,q,PTR,,9.1e-05,,126
moniotr,mdns,q,PTR,,9.2e-05,,100
moniotr,mdns,q,PTR,,9.3e-05,,70
moniotr,mdns,q,PTR,,9.4e-05,,45
moniotr,mdns,q,PTR,,9.5e-05,,26
moniotr,mdns,q,PTR,,9.6e-05,,12
moniotr,mdns,q,PTR,,9.7e-05,,3
moniotr,mdns,q,PTR,,9.9e-05,,1
moniotr,mdns,q,PTR,,0.00011,,1
moniotr,mdns,q,PTR,,0.000141,4,
moniotr,mdns,q,PTR,,0.000142,59,
moniotr,mdns,q,PTR,,0.000143,73,
moniotr,mdns,q,PTR,,0.000144,44,
moniotr,mdns,q,PTR,,0.000145,27,
moniotr,mdns,q,PTR,,0.000146,8,
moniotr,mdns,q,PTR,,0.000147,17,
moniotr,mdns,q,PTR,,0.000148,19,
moniotr,mdns,q,PTR,,0.000149,10,
moniotr,mdns,q,PTR,,0.00015,8,
moniotr,mdns,q,PTR,,0.000151,9,
moniotr,mdns,q,PTR,,0.000152,11,
moniotr,mdns,q,PTR,,0.000153,13,
moniotr,mdns,q,PTR,,0.000154,7,
moniotr,mdns,q,PTR,,0.000155,5,
moniotr,mdns,q,PTR,,0.000156,4,
moniotr,mdns,q,PTR,,0.000157,5,
moniotr,mdns,q,PTR,,0.000158,5,
moniotr,mdns,q,PTR,,0.000159,16,
moniotr,mdns,q,PTR,,0.00016,17,
moniotr,mdns,q,PTR,,0.000161,30,
moniotr,mdns,q,PTR,,0.000162,28,
moniotr,mdns,q,PTR,,0.000163,53,
moniotr,mdns,q,PTR,,0.000164,64,
moniotr,mdns,q,PTR,,0.000165,58,
moniotr,mdns,q,PTR,,0.000166,75,
moniotr,mdns,q,PTR,,0.000167,65,
moniotr,mdns,q,PTR,,0.000168,63,
moniotr,mdns,q,PTR,,0.000169,45,
moniotr,mdns,q,PTR,,0.00017,33,
moniotr,mdns,q,PTR,,0.000171,19,
moniotr,mdns,q,PTR,,0.000172,29,
moniotr,mdns,q,PTR,,0.000173,27,
moniotr,mdns,q,PTR,,0.000174,15,
moniotr,mdns,q,PTR,,0.000175,7,
moniotr,mdns,q,PTR,,0.000176,5,
moniotr,mdns,q,PTR,,0.000177,4,
moniotr,mdns,q,PTR,,0.000178,3,
moniotr,mdns,q,PTR,,0.000179,1,
moniotr,mdns,q,PTR,,0.000189,1,
moniotr,mdns,q,PTR,,0.000198,1,
moniotr,mdns,q,PTR,,0.000212,1,
moniotr,mdns,q,ANY,,4.9e-05,,3
moniotr,mdns,q,ANY,,5e-05,,1
moniotr,mdns,q,ANY,,5.1e-05,,2
moniotr,mdns,q,ANY,,5.3e-05,,4
moniotr,mdns,q,ANY,,5.6e-05,,2
moniotr,mdns,q,ANY,,5.7e-05,,16
moniotr,mdns,q,ANY,,5.8e-05,,43
moniotr,mdns,q,ANY,,5.9e-05,,22
moniotr,mdns,q,ANY,,6e-05,,13
moniotr,mdns,q,ANY,,6.1e-05,,1
moniotr,mdns,q,ANY,,8.6e-05,,1
moniotr,mdns,q,ANY,,8.7e-05,,4
moniotr,mdns,q,ANY,,8.8e-05,,14
moniotr,mdns,q,ANY,,8.9e-05,,11
moniotr,mdns,q,ANY,,9e-05,,12
moniotr,mdns,q,ANY,,9.1e-05,,13
moniotr,mdns,q,ANY,,9.2e-05,,6
moniotr,mdns,q,ANY,,9.3e-05,,9
moniotr,mdns,q,ANY,,9.4e-05,,2
moniotr,mdns,q,ANY,,9.5e-05,,1
moniotr,mdns,q,ANY,,9.6e-05,4,
moniotr,mdns,q,ANY,,9.7e-05,2,1
moniotr,mdns,q,ANY,,0.000109,3,
moniotr,mdns,q,ANY,,0.000112,1,
moniotr,mdns,q,ANY,,0.000113,1,
moniotr,mdns,q,ANY,,0.000114,2,
moniotr,mdns,q,ANY,,0.000115,2,
moniotr,mdns,q,ANY,,0.000117,3,
moniotr,mdns,q,ANY,,0.000118,11,
moniotr,mdns,q,ANY,,0.000119,23,
moniotr,mdns,q,ANY,,0.00012,15,
moniotr,mdns,q,ANY,,0.000121,12,
moniotr,mdns,q,ANY,,0.000122,11,
moniotr,mdns,q,ANY,,0.000123,5,
moniotr,mdns,q,ANY,,0.000124,4,
moniotr,mdns,q,ANY,,0.000125,6,
moniotr,mdns,q,ANY,,0.000126,1,
moniotr,mdns,q,ANY,,0.000127,1,
moniotr,mdns,q,ANY,,0.000142,2,
moniotr,mdns,q,ANY,,0.000143,6,
moniotr,mdns,q,ANY,,0.000144,3,
moniotr,mdns,q,ANY,,0.000145,1,
moniotr,mdns,q,ANY,,0.000146,7,
moniotr,mdns,q,ANY,,0.000147,9,
moniotr,mdns,q,ANY,,0.000148,8,
moniotr,mdns,q,ANY,,0.000149,12,
moniotr,mdns,q,ANY,,0.00015,6,
moniotr,mdns,q,ANY,,0.000151,6,
moniotr,mdns,q,ANY,,0.000152,3,
moniotr,mdns,q,ANY,,0.000153,3,
moniotr,mdns,q,ANY,,0.000154,1,
moniotr,mdns,q,ANY,,0.000157,1,
moniotr,mdns,q,ANY,,0.000158,1,
moniotr,mdns,q,ANY,,0.000159,2,
moniotr,mdns,q,ANY,,0.00016,1,
moniotr,mdns,q,ANY,,0.000161,1,
moniotr,mdns,q,ANY,,0.000162,1,
moniotr,mdns,q,SRV,,3.9e-05,7,
moniotr,mdns,q,SRV,,4e-05,3,
moniotr,mdns,q,SRV,,4.1e-05,4,
moniotr,mdns,q,SRV,,4.2e-05,23,3
moniotr,mdns,q,SRV,,4.3e-05,10,6
moniotr,mdns,q,SRV,,4.4e-05,20,2
moniotr,mdns,q,SRV,,4.5e-05,20,
moniotr,mdns,q,SRV,,4.6e-05,28,1
moniotr,mdns,q,SRV,,4.7e-05,33,4
moniotr,mdns,q,SRV,,4.8e-05,31,29
moniotr,mdns,q,SRV,,4.9e-05,31,22
moniotr,mdns,q,SRV,,5e-05,23,24
moniotr,mdns,q,SRV,,5.1e-05,11,26
moniotr,mdns,q,SRV,,5.2e-05,2,12
moniotr,mdns,q,SRV,,5.3e-05,,8
moniotr,mdns,q,SRV,,5.4e-05,,11
moniotr,mdns,q,SRV,,5.5e-05,,20
moniotr,mdns,q,SRV,,5.6e-05,,26
moniotr,mdns,q,SRV,,5.7e-05,,16
moniotr,mdns,q,SRV,,5.8e-05,,21
moniotr,mdns,q,SRV,,5.9e-05,,5
moniotr,mdns,q,SRV,,6e-05,,6
moniotr,mdns,q,SRV,,6.1e-05,,4
moniotr,dns,q,A,,2.3e-05,,4
moniotr,dns,q,A,,2.4e-05,,3
moniotr,dns,q,A,,2.5e-05,,4
moniotr,dns,q,A,,2.6e-05,,3
moniotr,dns,q,A,,2.7e-05,,16
moniotr,dns,q,A,,2.8e-05,,24
moniotr,dns,q,A,,2.9e-05,,629
moniotr,dns,q,A,,3e-05,,6140
moniotr,dns,q,A,,3.1e-05,,7096
moniotr,dns,q,A,,3.2e-05,,4970
moniotr,dns,q,A,,3.3e-05,1,4634
moniotr,dns,q,A,,3.4e-05,31,11178
moniotr,dns,q,A,,3.5e-05,1531,13576
moniotr,dns,q,A,,3.6e-05,10294,9840
moniotr,dns,q,A,,3.7e-05,6057,6078
moniotr,dns,q,A,,3.8e-05,3572,3427
moniotr,dns,q,A,,3.9e-05,3042,1935
moniotr,dns,q,A,,4e-05,7827,1101
moniotr,dns,q,A,,4.1e-05,15271,552
moniotr,dns,q,A,,4.2e-05,13002,447
moniotr,dns,q,A,,4.3e-05,7654,403
moniotr,dns,q,A,,4.4e-05,4528,454
moniotr,dns,q,A,,4.5e-05,2443,621
moniotr,dns,q,A,,4.6e-05,1037,625
moniotr,dns,q,A,,4.7e-05,361,521
moniotr,dns,q,A,,4.8e-05,197,420
moniotr,dns,q,A,,4.9e-05,152,490
moniotr,dns,q,A,,5e-05,84,370
moniotr,dns,q,A,,5.1e-05,29,235
moniotr,dns,q,A,,5.2e-05,14,130
moniotr,dns,q,A,,5.3e-05,6,93
moniotr,dns,q,A,,5.4e-05,19,90
moniotr,dns,q,A,,5.5e-05,10,81
moniotr,dns,q,A,,5.6e-05,7,82
moniotr,dns,q,A,,5.7e-05,2,54
moniotr,dns,q,A,,5.8e-05,2,63
moniotr,dns,q,A,,5.9e-05,2,51
moniotr,dns,q,A,,6e-05,1,50
moniotr,dns,q,A,,6.1e-05,1,29
moniotr,dns,q,A,,6.2e-05,1,23
moniotr,dns,q,A,,6.3e-05,,16
moniotr,dns,q,A,,6.4e-05,2,9
moniotr,dns,q,A,,6.5e-05,,10
moniotr,dns,q,A,,6.6e-05,2,4
moniotr,dns,q,A,,6.7e-05,,9
moniotr,dns,q,A,,6.8e-05,1,5
moniotr,dns,q,A,,6.9e-05,2,3
moniotr,dns,q,A,,7e-05,,6
moniotr,dns,q,A,,7.1e-05,,47
moniotr,dns,q,A,,7.2e-05,,179
moniotr,dns,q,A,,7.3e-05,,137
moniotr,dns,q,A,,7.4e-05,,69
moniotr,dns,q,A,,7.5e-05,,26
moniotr,dns,q,A,,7.6e-05,,10
moniotr,dns,q,A,,7.7e-05,,12
moniotr,dns,q,A,,7.8e-05,,16
moniotr,dns,q,A,,7.9e-05,,13
moniotr,dns,q,A,,8e-05,,17
moniotr,dns,q,A,,8.1e-05,1,18
moniotr,dns,q,A,,8.2e-05,,23
moniotr,dns,q,A,,8.3e-05,,8
moniotr,dns,q,A,,8.4e-05,,6
moniotr,dns,q,A,,8.5e-05,,1
moniotr,dns,q,A,,9.2e-05,1,1
moniotr,dns,q,A,,9.3e-05,,1
moniotr,dns,q,A,,9.4e-05,2,
moniotr,dns,q,A,,9.6e-05,1,
moniotr,dns,q,A,,9.8e-05,1,
moniotr,dns,q,A,,9.9e-05,1,
moniotr,dns,q,A,,0.000101,1,
moniotr,dns,q,A,,0.000102,1,
moniotr,dns,q,A,,0.000103,,1
moniotr,dns,q,A,,0.000104,,3
moniotr,dns,q,A,,0.000105,,2
moniotr,dns,q,A,,0.000108,,1
moniotr,dns,q,A,,0.000164,1,
moniotr,dns,q,AAAA,,2.8e-05,,5
moniotr,dns,q,AAAA,,2.9e-05,,24
moniotr,dns,q,AAAA,,3e-05,,123
moniotr,dns,q,AAAA,,3.1e-05,,265
moniotr,dns,q,AAAA,,3.2e-05,,419
moniotr,dns,q,AAAA,,3.3e-05,,272
moniotr,dns,q,AAAA,,3.4e-05,,368
moniotr,dns,q,AAAA,,3.5e-05,47,435
moniotr,dns,q,AAAA,,3.6e-05,456,463
moniotr,dns,q,AAAA,,3.7e-05,556,705
moniotr,dns,q,AAAA,,3.8e-05,283,562
moniotr,dns,q,AAAA,,3.9e-05,246,393
moniotr,dns,q,AAAA,,4e-05,380,255
moniotr,dns,q,AAAA,,4.1e-05,693,157
moniotr,dns,q,AAAA,,4.2e-05,922,134
moniotr,dns,q,AAAA,,4.3e-05,877,130
moniotr,dns,q,AAAA,,4.4e-05,830,123
moniotr,dns,q,AAAA,,4.5e-05,481,116
moniotr,dns,q,AAAA,,4.6e-05,236,90
moniotr,dns,q,AAAA,,4.7e-05,134,75
moniotr,dns,q,AAAA,,4.8e-05,91,79
moniotr,dns,q,AAAA,,4.9e-05,94,119
moniotr,dns,q,AAAA,,5e-05,50,74
moniotr,dns,q,AAAA,,5.1e-05,22,27
moniotr,dns,q,AAAA,,5.2e-05,6,64
moniotr,dns,q,AAAA,,5.3e-05,7,55
moniotr,dns,q,AAAA,,5.4e-05,2,59
moniotr,dns,q,AAAA,,5.5e-05,2,59
moniotr,dns,q,AAAA,,5.6e-05,1,46
moniotr,dns,q,AAAA,,5.7e-05,2,31
moniotr,dns,q,AAAA,,5.8e-05,1,27
moniotr,dns,q,AAAA,,5.9e-05,1,26
moniotr,dns,q,AAAA,,6e-05,1,35
moniotr,dns,q,AAAA,,6.1e-05,,18
moniotr,dns,q,AAAA,,6.2e-05,,13
moniotr,dns,q,AAAA,,6.3e-05,,3
moniotr,dns,q,AAAA,,6.4e-05,,1
moniotr,dns,q,AAAA,,6.5e-05,,1
moniotr,dns,q,AAAA,,6.7e-05,,1
moniotr,dns,q,AAAA,,6.8e-05,,2
moniotr,dns,q,AAAA,,6.9e-05,,1
moniotr,dns,q,AAAA,,7e-05,,3
moniotr,dns,q,AAAA,,7.1e-05,,28
moniotr,dns,q,AAAA,,7.2e-05,,159
moniotr,dns,q,AAAA,,7.3e-05,,139
moniotr,dns,q,AAAA,,7.4e-05,,75
moniotr,dns,q,AAAA,,7.5e-05,,37
moniotr,dns,q,AAAA,,7.6e-05,,13
moniotr,dns,q,AAAA,,7.7e-05,,8
moniotr,dns,q,AAAA,,7.8e-05,1,12
moniotr,dns,q,AAAA,,7.9e-05,,17
moniotr,dns,q,AAAA,,8e-05,,18
moniotr,dns,q,AAAA,,8.1e-05,,17
moniotr,dns,q,AAAA,,8.2e-05,,16
moniotr,dns,q,AAAA,,8.3e-05,,13
moniotr,dns,q,AAAA,,8.4e-05,,7
moniotr,dns,q,AAAA,,8.5e-05,,3
moniotr,dns,q,AAAA,,8.6e-05,,1
moniotr,dns,q,AAAA,,8.7e-05,,1
moniotr,dns,q,AAAA,,8.9e-05,1,
moniotr,dns,q,AAAA,,9.1e-05,,1
moniotr,dns,q,AAAA,,9.2e-05,,1
moniotr,dns,q,AAAA,,9.4e-05,,1
moniotr,dns,q,AAAA,,0.000103,1,
moniotr,dns,q,AAAA,,0.000115,1,
moniotr,dns,q,TXT,,4.1e-05,14,
moniotr,dns,q,TXT,,4.7e-05,2,
moniotr,dns,q,TXT,,4.8e-05,9,
moniotr,dns,q,TXT,,4.9e-05,6,
moniotr,dns,q,TXT,,5e-05,3,
moniotr,dns,q,TXT,,5.1e-05,,2
moniotr,dns,q,TXT,,5.2e-05,,4
moniotr,dns,q,TXT,,5.3e-05,,5
moniotr,dns,q,TXT,,5.4e-05,,4
moniotr,dns,q,TXT,,5.5e-05,1,
moniotr,dns,q,TXT,,5.7e-05,,3
moniotr,dns,q,TXT,,5.8e-05,,2
moniotr,dns,q,TXT,,5.9e-05,,3
moniotr,dns,q,TXT,,6e-05,,5
moniotr,dns,q,TXT,,6.1e-05,,3
moniotr,dns,q,TXT,,6.2e-05,,2
moniotr,dns,q,TXT,,6.3e-05,,2
moniotr,dns,q,PTR,,4.2e-05,6,
moniotr,dns,q,PTR,,4.3e-05,3,
moniotr,dns,q,PTR,,4.4e-05,1,
moniotr,dns,q,PTR,,4.5e-05,1,
moniotr,dns,q,PTR,,4.6e-05,2,
moniotr,dns,q,PTR,,4.7e-05,5,
moniotr,dns,q,PTR,,4.8e-05,8,
moniotr,dns,q,PTR,,4.9e-05,9,
moniotr,dns,q,PTR,,5e-05,1,
moniotr,dns,q,PTR,,5.1e-05,1,
moniotr,dns,q,PTR,,5.7e-05,,2
moniotr,dns,q,PTR,,5.8e-05,,3
moniotr,dns,q,PTR,,5.9e-05,,5
moniotr,dns,q,PTR,,6.3e-05,,3
moniotr,dns,q,PTR,,6.4e-05,,3
moniotr,dns,q,PTR,,6.5e-05,,1
moniotr,dns,q,PTR,,6.6e-05,,4
moniotr,dns,q,PTR,,6.7e-05,,9
moniotr,dns,q,PTR,,6.8e-05,,4
moniotr,dns,q,PTR,,7e-05,,2
moniotr,dns,q,PTR,,7.1e-05,,1
moniotr,dns,r,A,,8.3e-05,,1
moniotr,dns,r,A,,8.4e-05,,2
moniotr,dns,r,A,,8.5e-05,,2
moniotr,dns,r,A,,8.6e-05,,11
moniotr,dns,r,A,,8.7e-05,,5
moniotr,dns,r,A,,8.8e-05,,5
moniotr,dns,r,A,,8.9e-05,,5
moniotr,dns,r,A,,9e-05,,1
moniotr,dns,r,A,,9.2e-05,,1
moniotr,dns,r,A,,9.3e-05,,2
moniotr,dns,r,A,,9.4e-05,,3
moniotr,dns,r,A,,9.5e-05,,5
moniotr,dns,r,A,,9.6e-05,,4
moniotr,dns,r,A,,9.7e-05,,1
moniotr,dns,r,A,,9.8e-05,,1
moniotr,dns,r,A,,9.9e-05,,3
moniotr,dns,r,A,,0.0001,,4
moniotr,dns,r,A,,0.000101,,1
moniotr,dns,r,A,,0.000102,,2
moniotr,dns,r,A,,0.000103,,3
moniotr,dns,r,A,,0.000104,,5
moniotr,dns,r,A,,0.000105,,3
moniotr,dns,r,A,,0.000106,,8
moniotr,dns,r,A,,0.000107,,13
moniotr,dns,r,A,,0.000108,,9
moniotr,dns,r,A,,0.000109,,9
moniotr,dns,r,A,,0.00011,,6
moniotr,dns,r,A,,0.000111,,4
moniotr,dns,r,A,,0.000112,1,2
moniotr,dns,r,A,,0.000113,,2
moniotr,dns,r,A,,0.000115,,1
moniotr,dns,r,A,,0.000117,1,2
moniotr,dns,r,A,,0.000118,,1
moniotr,dns,r,A,,0.000119,,1
moniotr,dns,r,A,,0.00012,,1
moniotr,dns,r,A,,0.000121,,1
moniotr,dns,r,A,,0.000124,2,
moniotr,dns,r,A,,0.000125,2,
moniotr,dns,r,A,,0.000126,8,
moniotr,dns,r,A,,0.000127,5,
moniotr,dns,r,A,,0.000128,3,
moniotr,dns,r,A,,0.000129,2,
moniotr,dns,r,A,,0.00013,2,
moniotr,dns,r,A,,0.000131,3,
moniotr,dns,r,A,,0.000132,1,
moniotr,dns,r,A,,0.000192,1,
moniotr,dns,r,A,,0.000193,1,
moniotr,dns,r,A,,0.000194,3,
moniotr,dns,r,A,,0.000195,1,
moniotr,dns,r,A,,0.000196,1,
moniotr,dns,r,A,,0.000197,3,
moniotr,dns,r,A,,0.000199,1,
moniotr,dns,r,A,,0.0002,1,
moniotr,dns,r,A,,0.000201,1,
moniotr,dns,r,A,,0.000202,2,
moniotr,dns,r,A,,0.000203,1,
moniotr,dns,r,A,,0.000205,2,
moniotr,dns,r,A,,0.000206,1,
moniotr,dns,r,A,,0.000207,1,
moniotr,dns,r,A,,0.000209,2,
moniotr,dns,r,A,,0.000211,1,
moniotr,dns,r,A,,0.000212,1,
moniotr,dns,r,A,,0.000213,1,
moniotr,dns,r,A,,0.000214,3,
moniotr,dns,r,A,,0.000216,1,
moniotr,dns,r,A,,0.000217,1,
moniotr,dns,r,A,,0.000218,1,
moniotr,dns,r,A,,0.000219,3,
moniotr,dns,r,A,,0.00022,5,
moniotr,dns,r,A,,0.000221,5,
moniotr,dns,r,A,,0.000222,6,
moniotr,dns,r,A,,0.000223,4,
moniotr,dns,r,A,,0.000224,1,
moniotr,dns,r,A,,0.000225,6,
moniotr,dns,r,A,,0.000226,5,
moniotr,dns,r,A,,0.000227,6,
moniotr,dns,r,A,,0.000228,2,
moniotr,dns,r,A,,0.000229,2,
moniotr,dns,r,A,,0.000231,2,
moniotr,dns,r,A,,0.000234,2,
moniotr,dns,r,A,,0.000235,1,
moniotr,dns,r,A,,0.000236,5,
moniotr,dns,r,A,,0.000237,1,
moniotr,dns,r,A,,0.000238,2,
moniotr,dns,r,A,,0.000239,1,
moniotr,dns,r,A,,0.00024,2,
moniotr,dns,r,A,,0.000241,2,
moniotr,dns,r,A,,0.000242,1,
moniotr,dns,r,A,,0.000244,2,
moniotr,dns,r,A,,0.000246,1,
moniotr,dns,r,A,,0.000252,1,
moniotr,dns,r,A,,0.000254,1,
moniotr,dns,r,AAAA,,5.5e-05,,3
moniotr,dns,r,AAAA,,5.6e-05,,19
moniotr,dns,r,AAAA,,5.7e-05,,44
moniotr,dns,r,AAAA,,5.8e-05,,39
moniotr,dns,r,AAAA,,5.9e-05,,12
moniotr,dns,r,AAAA,,6e-05,,9
moniotr,dns,r,AAAA,,6.1e-05,,2
moniotr,dns,r,AAAA,,6.2e-05,,7
moniotr,dns,r,AAAA,,6.3e-05,,9
moniotr,dns,r,AAAA,,6.4e-05,,29
moniotr,dns,r,AAAA,,6.5e-05,,46
moniotr,dns,r,AAAA,,6.6e-05,,49
moniotr,dns,r,AAAA,,6.7e-05,,52
moniotr,dns,r,AAAA,,6.8e-05,,32
moniotr,dns,r,AAAA,,6.9e-05,,21
moniotr,dns,r,AAAA,,7e-05,,6
moniotr,dns,r,AAAA,,7.1e-05,,1
moniotr,dns,r,AAAA,,7.2e-05,,2
moniotr,dns,r,AAAA,,7.7e-05,,2
moniotr,dns,r,AAAA,,7.8e-05,,1
moniotr,dns,r,AAAA,,7.9e-05,,6
moniotr,dns,r,AAAA,,8e-05,,3
moniotr,dns,r,AAAA,,8.1e-05,,3
moniotr,dns,r,AAAA,,8.2e-05,,2
moniotr,dns,r,AAAA,,0.000108,3,
moniotr,dns,r,AAAA,,0.000109,30,1
moniotr,dns,r,AAAA,,0.00011,34,
moniotr,dns,r,AAAA,,0.000111,30,
moniotr,dns,r,AAAA,,0.000112,13,
moniotr,dns,r,AAAA,,0.000113,5,
moniotr,dns,r,AAAA,,0.000114,3,
moniotr,dns,r,AAAA,,0.000115,4,
moniotr,dns,r,AAAA,,0.000116,8,
moniotr,dns,r,AAAA,,0.000117,6,
moniotr,dns,r,AAAA,,0.000118,6,
moniotr,dns,r,AAAA,,0.000119,5,
moniotr,dns,r,AAAA,,0.00012,1,
moniotr,dns,r,AAAA,,0.000121,3,
moniotr,dns,r,AAAA,,0.000122,2,
moniotr,dns,r,AAAA,,0.000123,7,
moniotr,dns,r,AAAA,,0.000124,21,
moniotr,dns,r,AAAA,,0.000125,30,
moniotr,dns,r,AAAA,,0.000126,22,
moniotr,dns,r,AAAA,,0.000127,40,
moniotr,dns,r,AAAA,,0.000128,23,
moniotr,dns,r,AAAA,,0.000129,25,
moniotr,dns,r,AAAA,,0.00013,18,
moniotr,dns,r,AAAA,,0.000131,11,
moniotr,dns,r,AAAA,,0.000132,15,
moniotr,dns,r,AAAA,,0.000133,13,
moniotr,dns,r,AAAA,,0.000134,4,
moniotr,dns,r,AAAA,,0.000135,4,
moniotr,dns,r,AAAA,,0.000137,5,
moniotr,dns,r,AAAA,,0.000138,2,
moniotr,dns,r,AAAA,,0.000139,2,
moniotr,dns,r,AAAA,,0.00014,1,
moniotr,dns,r,AAAA,,0.000141,2,
moniotr,dns,r,AAAA,,0.000142,1,
moniotr,dns,r,AAAA,,0.000146,1,
moniotr,dns,r,PTR,,0.000106,,2
moniotr,dns,r,PTR,,0.000117,,1
moniotr,dns,r,PTR,,0.000121,,1
