dataset,protocol,msg,qtype,w_query,x,application/cbor+dns;packed=lite decode,application/cbor+dns;packed=lite encode
iotfinder,dns,r,PTR,False,0.00017,54,318
iotfinder,dns,r,PTR,False,0.000171,27,278
iotfinder,dns,r,PTR,False,0.000172,40,276
iotfinder,dns,r,PTR,False,0.000173,30,255
iotfinder,dns,r,PTR,False,0.000174,33,204
iotfinder,dns,r,PTR,False,0.000175,30,180
iotfinder,dns,r,PTR,False,0.000176,41,169
iotfinder,dns,r,PTR,False,0.000177,41,163
iotfinder,dns,r,PTR,False,0.000178,49,140
iotfinder,dns,r,PTR,False,0.000179,32,162
iotfinder,dns,r,PTR,False,0.00018,27,137
iotfinder,dns,r,PTR,False,0.000181,21,139
iotfinder,dns,r,PTR,False,0.000182,22,97
iotfinder,dns,r,PTR,False,0.000183,20,115
iotfinder,dns,r,PTR,False,0.000184,16,78
iotfinder,dns,r,PTR,False,0.000185,15,84
iotfinder,dns,r,PTR,False,0.000186,18,73
iotfinder,dns,r,PTR,False,0.000187,14,66
iotfinder,dns,r,PTR,False,0.000188,11,58
iotfinder,dns,r,PTR,False,0.000189,10,41
iotfinder,dns,r,PTR,False,0.00019,8,28
iotfinder,dns,r,PTR,False,0.000191,12,17
iotfinder,dns,r,PTR,False,0.000192,7,20
iotfinder,dns,r,PTR,False,0.000193,7,21
iotfinder,dns,r,PTR,False,0.000194,5,18
iotfinder,dns,r,PTR,False,0.000195,7,14
iotfinder,dns,r,PTR,False,0.000196,4,10
iotfinder,dns,r,PTR,False,0.000197,3,8
iotfinder,dns,r,PTR,False,0.000198,5,5
iotfinder,dns,r,PTR,False,0.000199,3,8
iotfinder,dns,r,PTR,False,0.0002,3,5
iotfinder,dns,r,PTR,False,0.000201,3,10
iotfinder,dns,r,PTR,False,0.000202,1,3
iotfinder,dns,r,PTR,False,0.000203,3,9
iotfinder,dns,r,PTR,False,0.000204,1,15
iotfinder,dns,r,PTR,False,0.000205,2,10
iotfinder,dns,r,PTR,False,0.000206,3,19
iotfinder,dns,r,PTR,False,0.000207,1,16
iotfinder,dns,r,PTR,False,0.000208,1,18
iotfinder,dns,r,PTR,False,0.000209,,13
iotfinder,dns,r,PTR,False,0.00021,1,12
iotfinder,dns,r,PTR,False,0.000211,,16
iotfinder,dns,r,PTR,False,0.000212,,16
iotfinder,dns,r,PTR,False,0.000213,,18
iotfinder,dns,r,PTR,False,0.000214,,17
iotfinder,dns,r,PTR,False,0.000215,,24
iotfinder,dns,r,PTR,False,0.000216,,28
iotfinder,dns,r,PTR,False,0.000217,,26
iotfinder,dns,r,PTR,False,0.000218,,24
iotfinder,dns,r,PTR,False,0.000219,,39
iotfinder,dns,r,PTR,False,0.00022,,36
iotfinder,dns,r,PTR,False,0.000221,,29
iotfinder,dns,r,PTR,False,0.000222,,25
iotfinder,dns,r,PTR,False,0.000223,,24
iotfinder,dns,r,PTR,False,0.000224,,31
iotfinder,dns,r,PTR,False,0.000225,,21
iotfinder,dns,r,PTR,False,0.000226,,16
iotfinder,dns,r,PTR,False,0.000227,,22
iotfinder,dns,r,PTR,False,0.000228,,37
iotfinder,dns,r,PTR,False,0.000229,,26
iotfinder,dns,r,PTR,False,0.00023,,26
iotfinder,dns,r,PTR,False,0.000231,,31
iotfinder,dns,r,PTR,False,0.000232,,24
iotfinder,dns,r,PTR,False,0.000233,,25
iotfinder,dns,r,PTR,False,0.000234,,9
iotfinder,dns,r,PTR,False,0.000235,,14
iotfinder,dns,r,PTR,False,0.000236,,10
iotfinder,dns,r,PTR,False,0.000237,,13
iotfinder,dns,r,PTR,False,0.000238,,13
iotfinder,dns,r,PTR,False,0.000239,,11
iotfinder,dns,r,PTR,False,0.00024,,16
iotfinder,dns,r,PTR,False,0.000241,,12
iotfinder,dns,r,PTR,False,0.000242,,8
iotfinder,dns,r,PTR,False,0.000243,,9
iotfinder,dns,r,PTR,False,0.000244,,3
iotfinder,dns,r,PTR,False,0.000245,,7
iotfinder,dns,r,PTR,False,0.000246,,8
iotfinder,dns,r,PTR,False,0.000247,,8
iotfinder,dns,r,PTR,False,0.000248,,4
iotfinder,dns,r,PTR,False,0.000249,,1
iotfinder,dns,r,PTR,False,0.00025,,2
iotfinder,dns,r,PTR,False,0.000251,,2
iotfinder,dns,r,PTR,False,0.000252,,2
iotfinder,dns,r,PTR,False,0.000253,,1
iotfinder,dns,r,PTR,False,0.000254,,1
iotfinder,dns,r,PTR,False,0.000255,,1
iotfinder,dns,r,PTR,False,0.000256,,1
iotfinder,dns,r,PTR,False,0.000257,,1
iotfinder,dns,r,PTR,False,0.00026,,1
iotfinder,dns,r,PTR,False,0.000261,,2
iotfinder,dns,r,PTR,False,0.000274,,1
iotfinder,dns,r,PTR,False,0.000287,1,
iotfinder,dns,r,PTR,False,0.00029,1,
iotfinder,dns,r,PTR,False,0.000292,1,
iotfinder,dns,r,PTR,False,0.000293,,1
iotfinder,dns,r,PTR,False,0.000326,,1
iotfinder,dns,r,PTR,False,0.000328,,2
iotfinder,dns,r,PTR,False,0.000332,,1
iotfinder,dns,r,PTR,False,0.000333,,1
iotfinder,dns,r,PTR,False,0.000368,,1
iotfinder,dns,r,PTR,False,0.000369,,1
iotfinder,dns,r,PTR,False,0.000486,,1
moniotr,dns,r,A,True,7.2e-05,2,
moniotr,dns,r,A,True,7.7e-05,1,
moniotr,dns,r,A,True,7.8e-05,3,
moniotr,dns,r,A,True,7.9e-05,16,
moniotr,dns,r,A,True,8e-05,3,
moniotr,dns,r,A,True,8.1e-05,5,
moniotr,dns,r,A,True,9.4e-05,,1
moniotr,dns,r,A,True,9.6e-05,,1
moniotr,dns,r,A,True,0.000102,,1
moniotr,dns,r,A,True,0.000103,,8
moniotr,dns,r,A,True,0.000104,,9
moniotr,dns,r,A,True,0.000105,,4
moniotr,dns,r,A,True,0.000106,,3
moniotr,dns,r,A,True,0.000107,,3
moniotr,dns,r,A,True,0.000162,2,
moniotr,dns,r,A,True,0.000163,1,
moniotr,dns,r,A,True,0.000168,1,
moniotr,dns,r,A,True,0.000169,1,
moniotr,dns,r,A,True,0.00017,2,
moniotr,dns,r,A,True,0.000175,1,
moniotr,dns,r,A,True,0.000176,3,
moniotr,dns,r,A,True,0.000177,2,
moniotr,dns,r,A,True,0.000178,1,
moniotr,dns,r,A,True,0.00018,1,
moniotr,dns,r,A,True,0.000181,3,
moniotr,dns,r,A,True,0.000182,5,
moniotr,dns,r,A,True,0.000183,2,
moniotr,dns,r,A,True,0.000184,2,
moniotr,dns,r,A,True,0.000185,4,
moniotr,dns,r,A,True,0.000186,4,
moniotr,dns,r,A,True,0.000187,1,
moniotr,dns,r,A,True,0.000188,3,
moniotr,dns,r,A,True,0.00019,2,
moniotr,dns,r,A,True,0.000191,3,
moniotr,dns,r,A,True,0.000192,5,
moniotr,dns,r,A,True,0.000193,2,
moniotr,dns,r,A,True,0.000194,3,
moniotr,dns,r,A,True,0.000195,4,1
moniotr,dns,r,A,True,0.000196,3,
moniotr,dns,r,A,True,0.000197,1,
moniotr,dns,r,A,True,0.000199,1,
moniotr,dns,r,A,True,0.0002,1,
moniotr,dns,r,A,True,0.000202,4,
moniotr,dns,r,A,True,0.000203,1,
moniotr,dns,r,A,True,0.000204,3,1
moniotr,dns,r,A,True,0.000205,1,1
moniotr,dns,r,A,True,0.000206,3,1
moniotr,dns,r,A,True,0.000207,1,1
moniotr,dns,r,A,True,0.000208,1,1
moniotr,dns,r,A,True,0.000209,1,
moniotr,dns,r,A,True,0.000212,3,
moniotr,dns,r,A,True,0.000213,3,1
moniotr,dns,r,A,True,0.000214,1,
moniotr,dns,r,A,True,0.000215,1,2
moniotr,dns,r,A,True,0.000217,1,
moniotr,dns,r,A,True,0.000218,,1
moniotr,dns,r,A,True,0.000219,2,
moniotr,dns,r,A,True,0.00022,2,3
moniotr,dns,r,A,True,0.000222,,1
moniotr,dns,r,A,True,0.000223,,4
moniotr,dns,r,A,True,0.000224,,2
moniotr,dns,r,A,True,0.000225,,4
moniotr,dns,r,A,True,0.000226,,3
moniotr,dns,r,A,True,0.000227,,3
moniotr,dns,r,A,True,0.000228,,4
moniotr,dns,r,A,True,0.000229,,4
moniotr,dns,r,A,True,0.00023,1,1
moniotr,dns,r,A,True,0.000231,,3
moniotr,dns,r,A,True,0.000232,,2
moniotr,dns,r,A,True,0.000234,,1
moniotr,dns,r,A,True,0.000235,,3
moniotr,dns,r,A,True,0.000236,,4
moniotr,dns,r,A,True,0.000237,,4
moniotr,dns,r,A,True,0.000238,,3
moniotr,dns,r,A,True,0.000239,,1
moniotr,dns,r,A,True,0.00024,,3
moniotr,dns,r,A,True,0.000241,,3
moniotr,dns,r,A,True,0.000243,,1
moniotr,dns,r,A,True,0.000244,,2
moniotr,dns,r,A,True,0.000247,,2
moniotr,dns,r,A,True,0.000248,,3
moniotr,dns,r,A,True,0.000249,,2
moniotr,dns,r,A,True,0.00025,,3
moniotr,dns,r,A,True,0.000251,,5
moniotr,dns,r,A,True,0.000252,,2
moniotr,dns,r,A,True,0.000253,,3
moniotr,dns,r,A,True,0.000258,,1
moniotr,dns,r,A,True,0.000261,,1
moniotr,dns,r,A,True,0.000263,,1
moniotr,dns,r,A,True,0.000265,,1
moniotr,dns,r,A,False,0.000192,1,
moniotr,dns,r,A,False,0.000195,3,
moniotr,dns,r,A,False,0.000196,2,
moniotr,dns,r,A,False,0.000209,1,
moniotr,dns,r,A,False,0.000239,,1
moniotr,dns,r,A,False,0.00024,,2
moniotr,dns,r,A,False,0.000241,,2
moniotr,dns,r,A,False,0.000243,,1
moniotr,dns,r,A,False,0.000254,,1
moniotr,dns,r,AAAA,True,7.3e-05,5,
moniotr,dns,r,AAAA,True,7.4e-05,21,
moniotr,dns,r,AAAA,True,7.5e-05,10,
moniotr,dns,r,AAAA,True,7.6e-05,4,
moniotr,dns,r,AAAA,True,7.7e-05,4,
moniotr,dns,r,AAAA,True,7.8e-05,5,
moniotr,dns,r,AAAA,True,7.9e-05,18,
moniotr,dns,r,AAAA,True,8e-05,32,
moniotr,dns,r,AAAA,True,8.1e-05,23,
moniotr,dns,r,AAAA,True,8.2e-05,43,
moniotr,dns,r,AAAA,True,8.3e-05,69,
moniotr,dns,r,AAAA,True,8.4e-05,29,
moniotr,dns,r,AAAA,True,8.5e-05,13,
moniotr,dns,r,AAAA,True,8.6e-05,29,
moniotr,dns,r,AAAA,True,8.7e-05,21,3
moniotr,dns,r,AAAA,True,8.8e-05,17,11
moniotr,dns,r,AAAA,True,8.9e-05,8,10
moniotr,dns,r,AAAA,True,9e-05,7,5
moniotr,dns,r,AAAA,True,9.1e-05,1,2
moniotr,dns,r,AAAA,True,9.2e-05,,8
moniotr,dns,r,AAAA,True,9.3e-05,,9
moniotr,dns,r,AAAA,True,9.4e-05,3,3
moniotr,dns,r,AAAA,True,9.5e-05,6,10
moniotr,dns,r,AAAA,True,9.6e-05,9,22
moniotr,dns,r,AAAA,True,9.7e-05,3,25
moniotr,dns,r,AAAA,True,9.8e-05,2,34
moniotr,dns,r,AAAA,True,9.9e-05,1,50
moniotr,dns,r,AAAA,True,0.0001,,34
moniotr,dns,r,AAAA,True,0.000101,,32
moniotr,dns,r,AAAA,True,0.000102,,17
moniotr,dns,r,AAAA,True,0.000103,,25
moniotr,dns,r,AAAA,True,0.000104,,13
moniotr,dns,r,AAAA,True,0.000105,,9
moniotr,dns,r,AAAA,True,0.000106,,10
moniotr,dns,r,AAAA,True,0.000107,,11
moniotr,dns,r,AAAA,True,0.000108,,13
moniotr,dns,r,AAAA,True,0.000109,,4
moniotr,dns,r,AAAA,True,0.00011,,1
moniotr,dns,r,AAAA,True,0.000112,,3
moniotr,dns,r,AAAA,True,0.000113,,2
moniotr,dns,r,AAAA,True,0.000114,,5
moniotr,dns,r,AAAA,True,0.000115,,9
moniotr,dns,r,AAAA,True,0.000116,,3
moniotr,dns,r,AAAA,False,7.4e-05,1,
moniotr,dns,r,AAAA,False,7.5e-05,6,
moniotr,dns,r,AAAA,False,7.6e-05,7,
moniotr,dns,r,AAAA,False,7.7e-05,1,
moniotr,dns,r,AAAA,False,7.8e-05,2,
moniotr,dns,r,AAAA,False,9.2e-05,,3
moniotr,dns,r,AAAA,False,9.3e-05,,6
moniotr,dns,r,AAAA,False,9.4e-05,,6
moniotr,dns,r,AAAA,False,9.5e-05,,1
moniotr,dns,r,AAAA,False,0.000102,,1
moniotr,dns,r,PTR,True,0.000115,1,
moniotr,dns,r,PTR,True,0.000116,1,
moniotr,dns,r,PTR,True,0.000125,1,
moniotr,dns,r,PTR,True,0.000127,1,
moniotr,dns,r,PTR,True,0.000129,1,
moniotr,dns,r,PTR,True,0.000135,1,
moniotr,dns,r,PTR,True,0.000163,,1
moniotr,dns,r,PTR,True,0.000165,,1
moniotr,dns,r,PTR,True,0.000179,,1
moniotr,dns,r,PTR,True,0.00018,,1
moniotr,dns,r,PTR,True,0.000183,,1
moniotr,dns,r,PTR,True,0.000199,,1
yourthings,mdns,r,PTR,True,0.000117,1,
yourthings,mdns,r,PTR,True,0.000121,1,
yourthings,mdns,r,PTR,True,0.000122,2,
yourthings,mdns,r,PTR,True,0.000123,1,
yourthings,mdns,r,PTR,True,0.000124,2,
yourthings,mdns,r,PTR,True,0.000125,1,
yourthings,mdns,r,PTR,True,0.000126,1,
yourthings,mdns,r,PTR,True,0.000128,2,
yourthings,mdns,r,PTR,True,0.000129,1,
yourthings,mdns,r,PTR,True,0.00013,1,
yourthings,mdns,r,PTR,True,0.000132,1,
yourthings,mdns,r,PTR,True,0.000133,2,
yourthings,mdns,r,PTR,True,0.000134,1,
yourthings,mdns,r,PTR,True,0.000135,1,
yourthings,mdns,r,PTR,True,0.000138,3,
yourthings,mdns,r,PTR,True,0.000139,1,
yourthings,mdns,r,PTR,True,0.00014,2,
yourthings,mdns,r,PTR,True,0.000151,,2
yourthings,mdns,r,PTR,True,0.000154,,1
yourthings,mdns,r,PTR,True,0.000157,,1
yourthings,mdns,r,PTR,True,0.000158,,1
yourthings,mdns,r,PTR,True,0.00016,,1
yourthings,mdns,r,PTR,True,0.000162,,1
yourthings,mdns,r,PTR,True,0.000163,,2
yourthings,mdns,r,PTR,True,0.000165,,1
yourthings,mdns,r,PTR,True,0.000166,,2
yourthings,mdns,r,PTR,True,0.000167,,1
yourthings,mdns,r,PTR,True,0.000168,,1
yourthings,mdns,r,PTR,True,0.000171,,1
yourthings,mdns,r,PTR,True,0.000173,,1
yourthings,mdns,r,PTR,True,0.000175,,1
yourthings,mdns,r,PTR,True,0.000178,,1
yourthings,mdns,r,PTR,True,0.000179,,1
yourthings,mdns,r,PTR,True,0.000185,,1
yourthings,mdns,r,PTR,True,0.000188,,1
yourthings,mdns,r,PTR,True,0.000193,,1
yourthings,mdns,r,PTR,True,0.0002,,1
yourthings,mdns,r,PTR,True,0.000215,,1
yourthings,dns,r,A,True,2.3e-05,1,
yourthings,dns,r,A,True,2.4e-05,8,
yourthings,dns,r,A,True,2.5e-05,42,
yourthings,dns,r,A,True,2.6e-05,115,
yourthings,dns,r,A,True,2.7e-05,104,
yourthings,dns,r,A,True,2.8e-05,90,
yourthings,dns,r,A,True,2.9e-05,42,
yourthings,dns,r,A,True,3e-05,20,
yourthings,dns,r,A,True,3.1e-05,6,
yourthings,dns,r,A,True,3.3e-05,1,
yourthings,dns,r,A,True,3.4e-05,2,
yourthings,dns,r,A,True,3.5e-05,2,
yourthings,dns,r,A,True,3.6e-05,1,
yourthings,dns,r,A,True,3.7e-05,1,
yourthings,dns,r,A,True,5.7e-05,,3
yourthings,dns,r,A,True,5.8e-05,,19
yourthings,dns,r,A,True,5.9e-05,,49
yourthings,dns,r,A,True,6e-05,,55
yourthings,dns,r,A,True,6.1e-05,,50
yourthings,dns,r,A,True,6.2e-05,,39
yourthings,dns,r,A,True,6.3e-05,,51
yourthings,dns,r,A,True,6.4e-05,,41
yourthings,dns,r,A,True,6.5e-05,,42
yourthings,dns,r,A,True,6.6e-05,,31
yourthings,dns,r,A,True,6.7e-05,,28
yourthings,dns,r,A,True,6.8e-05,,12
yourthings,dns,r,A,True,6.9e-05,,4
yourthings,dns,r,A,True,7e-05,,6
yourthings,dns,r,A,True,7.1e-05,,1
yourthings,dns,r,A,True,7.2e-05,,1
yourthings,dns,r,A,True,7.3e-05,,1
yourthings,dns,r,A,True,7.5e-05,7,1
yourthings,dns,r,A,True,7.6e-05,7,
yourthings,dns,r,A,True,7.7e-05,9,1
yourthings,dns,r,A,True,7.8e-05,13,
yourthings,dns,r,A,True,7.9e-05,7,
yourthings,dns,r,A,True,8e-05,8,
yourthings,dns,r,A,True,8.1e-05,11,
yourthings,dns,r,A,True,8.2e-05,13,
yourthings,dns,r,A,True,8.3e-05,12,
yourthings,dns,r,A,True,8.4e-05,4,
yourthings,dns,r,A,True,8.5e-05,2,
yourthings,dns,r,A,True,8.6e-05,3,
yourthings,dns,r,A,True,8.7e-05,3,
yourthings,dns,r,A,True,8.8e-05,2,
yourthings,dns,r,A,True,8.9e-05,2,
yourthings,dns,r,A,True,9e-05,1,
yourthings,dns,r,A,True,9.5e-05,1,
yourthings,dns,r,A,True,9.9e-05,,1
yourthings,dns,r,A,True,0.0001,,1
yourthings,dns,r,A,True,0.000101,,5
yourthings,dns,r,A,True,0.000102,,6
yourthings,dns,r,A,True,0.000103,,12
yourthings,dns,r,A,True,0.000104,,10
yourthings,dns,r,A,True,0.000105,,7
yourthings,dns,r,A,True,0.000106,,8
yourthings,dns,r,A,True,0.000107,,8
yourthings,dns,r,A,True,0.000108,,12
yourthings,dns,r,A,True,0.000109,,5
yourthings,dns,r,A,True,0.00011,1,10
yourthings,dns,r,A,True,0.000111,,2
yourthings,dns,r,A,True,0.000112,,3
yourthings,dns,r,A,True,0.000113,,7
yourthings,dns,r,A,True,0.000114,,2
yourthings,dns,r,A,True,0.000115,1,2
yourthings,dns,r,A,True,0.000116,3,1
yourthings,dns,r,A,True,0.000117,3,1
yourthings,dns,r,A,True,0.000118,2,
yourthings,dns,r,A,True,0.000119,2,1
yourthings,dns,r,A,True,0.00012,4,
yourthings,dns,r,A,True,0.000121,2,
yourthings,dns,r,A,True,0.000122,4,
yourthings,dns,r,A,True,0.000123,2,
yourthings,dns,r,A,True,0.000124,2,1
yourthings,dns,r,A,True,0.000125,2,
yourthings,dns,r,A,True,0.000127,2,
yourthings,dns,r,A,True,0.000128,3,
yourthings,dns,r,A,True,0.000129,2,
yourthings,dns,r,A,True,0.00013,1,
yourthings,dns,r,A,True,0.000132,1,
yourthings,dns,r,A,True,0.000133,1,
yourthings,dns,r,A,True,0.000142,1,
yourthings,dns,r,A,True,0.000145,1,
yourthings,dns,r,A,True,0.000148,,1
yourthings,dns,r,A,True,0.000156,,1
yourthings,dns,r,A,True,0.000157,,2
yourthings,dns,r,A,True,0.000159,,5
yourthings,dns,r,A,True,0.00016,,4
yourthings,dns,r,A,True,0.000161,,1
yourthings,dns,r,A,True,0.000162,,3
yourthings,dns,r,A,True,0.000163,,3
yourthings,dns,r,A,True,0.000164,,2
yourthings,dns,r,A,True,0.000165,,3
yourthings,dns,r,A,True,0.000166,,5
yourthings,dns,r,A,True,0.000167,,1
yourthings,dns,r,A,True,0.000169,1,1
yourthings,dns,r,A,True,0.00017,1,2
yourthings,dns,r,A,True,0.000171,1,1
yourthings,dns,r,A,True,0.000172,2,1
yourthings,dns,r,A,True,0.000173,3,
yourthings,dns,r,A,True,0.000174,3,1
yourthings,dns,r,A,True,0.000175,2,1
yourthings,dns,r,A,True,0.000176,1,3
yourthings,dns,r,A,True,0.000177,3,
yourthings,dns,r,A,True,0.000178,4,
yourthings,dns,r,A,True,0.000179,5,1
yourthings,dns,r,A,True,0.00018,8,
yourthings,dns,r,A,True,0.000181,6,
yourthings,dns,r,A,True,0.000182,6,
yourthings,dns,r,A,True,0.000183,16,
yourthings,dns,r,A,True,0.000184,19,
yourthings,dns,r,A,True,0.000185,23,
yourthings,dns,r,A,True,0.000186,30,
yourthings,dns,r,A,True,0.000187,36,
yourthings,dns,r,A,True,0.000188,37,
yourthings,dns,r,A,True,0.000189,38,
yourthings,dns,r,A,True,0.00019,49,
yourthings,dns,r,A,True,0.000191,29,
yourthings,dns,r,A,True,0.000192,23,2
yourthings,dns,r,A,True,0.000193,25,1
yourthings,dns,r,A,True,0.000194,33,2
yourthings,dns,r,A,True,0.000195,32,1
yourthings,dns,r,A,True,0.000196,30,
yourthings,dns,r,A,True,0.000197,29,2
yourthings,dns,r,A,True,0.000198,36,1
yourthings,dns,r,A,True,0.000199,31,1
yourthings,dns,r,A,True,0.0002,36,3
yourthings,dns,r,A,True,0.000201,24,1
yourthings,dns,r,A,True,0.000202,20,2
yourthings,dns,r,A,True,0.000203,28,5
yourthings,dns,r,A,True,0.000204,14,1
yourthings,dns,r,A,True,0.000205,10,2
yourthings,dns,r,A,True,0.000206,7,7
yourthings,dns,r,A,True,0.000207,8,7
yourthings,dns,r,A,True,0.000208,7,4
yourthings,dns,r,A,True,0.000209,6,4
yourthings,dns,r,A,True,0.00021,6,5
yourthings,dns,r,A,True,0.000211,6,6
yourthings,dns,r,A,True,0.000212,2,4
yourthings,dns,r,A,True,0.000213,4,4
yourthings,dns,r,A,True,0.000214,4,7
yourthings,dns,r,A,True,0.000215,1,2
yourthings,dns,r,A,True,0.000216,,9
yourthings,dns,r,A,True,0.000217,1,8
yourthings,dns,r,A,True,0.000218,1,6
yourthings,dns,r,A,True,0.000219,1,11
yourthings,dns,r,A,True,0.00022,2,6
yourthings,dns,r,A,True,0.000221,,8
yourthings,dns,r,A,True,0.000222,1,8
yourthings,dns,r,A,True,0.000223,,8
yourthings,dns,r,A,True,0.000224,,7
yourthings,dns,r,A,True,0.000225,,9
yourthings,dns,r,A,True,0.000226,,20
yourthings,dns,r,A,True,0.000227,,15
yourthings,dns,r,A,True,0.000228,,27
yourthings,dns,r,A,True,0.000229,,27
yourthings,dns,r,A,True,0.00023,,24
yourthings,dns,r,A,True,0.000231,,29
yourthings,dns,r,A,True,0.000232,,27
yourthings,dns,r,A,True,0.000233,,32
yourthings,dns,r,A,True,0.000234,,24
yourthings,dns,r,A,True,0.000235,,25
yourthings,dns,r,A,True,0.000236,,23
yourthings,dns,r,A,True,0.000237,,28
yourthings,dns,r,A,True,0.000238,,21
yourthings,dns,r,A,True,0.000239,,23
yourthings,dns,r,A,True,0.00024,,29
yourthings,dns,r,A,True,0.000241,,32
yourthings,dns,r,A,True,0.000242,,30
yourthings,dns,r,A,True,0.000243,,19
yourthings,dns,r,A,True,0.000244,,26
yourthings,dns,r,A,True,0.000245,,14
yourthings,dns,r,A,True,0.000246,,11
yourthings,dns,r,A,True,0.000247,,13
yourthings,dns,r,A,True,0.000248,,15
yourthings,dns,r,A,True,0.000249,,12
yourthings,dns,r,A,True,0.00025,,8
yourthings,dns,r,A,True,0.000251,,5
yourthings,dns,r,A,True,0.000252,,10
yourthings,dns,r,A,True,0.000253,,3
yourthings,dns,r,A,True,0.000254,,5
yourthings,dns,r,A,True,0.000255,,1
yourthings,dns,r,A,True,0.000256,,1
yourthings,dns,r,A,True,0.000257,,2
yourthings,dns,r,A,True,0.000258,,4
yourthings,dns,r,A,True,0.000259,,1
yourthings,dns,r,A,True,0.000261,,3
yourthings,dns,r,A,True,0.000262,,1
yourthings,dns,r,A,True,0.000264,,1
yourthings,dns,r,A,True,0.000267,,3
yourthings,dns,r,A,True,0.000292,,1
yourthings,dns,r,A,False,2.1e-05,4,
yourthings,dns,r,A,False,2.2e-05,3,
yourthings,dns,r,A,False,2.3e-05,3,
yourthings,dns,r,A,False,2.4e-05,1,
yourthings,dns,r,A,False,5.7e-05,,2
yourthings,dns,r,A,False,5.8e-05,,2
yourthings,dns,r,A,False,5.9e-05,,1
yourthings,dns,r,A,False,6e-05,,2
yourthings,dns,r,A,False,6.1e-05,,2
yourthings,dns,r,A,False,6.3e-05,,1
yourthings,dns,r,A,False,6.5e-05,,1
yourthings,dns,r,A,False,0.000178,1,
yourthings,dns,r,A,False,0.000205,,1
yourthings,dns,r,AAAA,True,2.1e-05,9,
yourthings,dns,r,AAAA,True,2.2e-05,27,
yourthings,dns,r,AAAA,True,2.3e-05,181,
yourthings,dns,r,AAAA,True,2.4e-05,1279,
yourthings,dns,r,AAAA,True,2.5e-05,2924,
yourthings,dns,r,AAAA,True,2.6e-05,3193,
yourthings,dns,r,AAAA,True,2.7e-05,3122,
yourthings,dns,r,AAAA,True,2.8e-05,3287,
yourthings,dns,r,AAAA,True,2.9e-05,2415,
yourthings,dns,r,AAAA,True,3e-05,1074,
yourthings,dns,r,AAAA,True,3.1e-05,254,
yourthings,dns,r,AAAA,True,3.2e-05,58,
yourthings,dns,r,AAAA,True,3.3e-05,32,
yourthings,dns,r,AAAA,True,3.4e-05,33,
yourthings,dns,r,AAAA,True,3.5e-05,35,
yourthings,dns,r,AAAA,True,3.6e-05,41,
yourthings,dns,r,AAAA,True,3.7e-05,24,
yourthings,dns,r,AAAA,True,3.8e-05,25,
yourthings,dns,r,AAAA,True,3.9e-05,10,
yourthings,dns,r,AAAA,True,4e-05,2,
yourthings,dns,r,AAAA,True,4.1e-05,1,
yourthings,dns,r,AAAA,True,4.2e-05,3,
yourthings,dns,r,AAAA,True,4.3e-05,1,
yourthings,dns,r,AAAA,True,4.4e-05,1,
yourthings,dns,r,AAAA,True,5.2e-05,,2
yourthings,dns,r,AAAA,True,5.3e-05,1,9
yourthings,dns,r,AAAA,True,5.4e-05,,8
yourthings,dns,r,AAAA,True,5.5e-05,,14
yourthings,dns,r,AAAA,True,5.6e-05,,80
yourthings,dns,r,AAAA,True,5.7e-05,,243
yourthings,dns,r,AAAA,True,5.8e-05,,585
yourthings,dns,r,AAAA,True,5.9e-05,1,1010
yourthings,dns,r,AAAA,True,6e-05,,1453
yourthings,dns,r,AAAA,True,6.1e-05,,1855
yourthings,dns,r,AAAA,True,6.2e-05,,2140
yourthings,dns,r,AAAA,True,6.3e-05,,2227
yourthings,dns,r,AAAA,True,6.4e-05,,2142
yourthings,dns,r,AAAA,True,6.5e-05,,1799
yourthings,dns,r,AAAA,True,6.6e-05,,1429
yourthings,dns,r,AAAA,True,6.7e-05,,1099
yourthings,dns,r,AAAA,True,6.8e-05,,804
yourthings,dns,r,AAAA,True,6.9e-05,,489
yourthings,dns,r,AAAA,True,7e-05,,277
yourthings,dns,r,AAAA,True,7.1e-05,,124
yourthings,dns,r,AAAA,True,7.2e-05,,75
yourthings,dns,r,AAAA,True,7.3e-05,,44
yourthings,dns,r,AAAA,True,7.4e-05,,39
yourthings,dns,r,AAAA,True,7.5e-05,8,23
yourthings,dns,r,AAAA,True,7.6e-05,9,20
yourthings,dns,r,AAAA,True,7.7e-05,18,9
yourthings,dns,r,AAAA,True,7.8e-05,42,12
yourthings,dns,r,AAAA,True,7.9e-05,69,1
yourthings,dns,r,AAAA,True,8e-05,116,8
yourthings,dns,r,AAAA,True,8.1e-05,176,3
yourthings,dns,r,AAAA,True,8.2e-05,495,
yourthings,dns,r,AAAA,True,8.3e-05,1408,
yourthings,dns,r,AAAA,True,8.4e-05,2898,1
yourthings,dns,r,AAAA,True,8.5e-05,3898,2
yourthings,dns,r,AAAA,True,8.6e-05,4656,
yourthings,dns,r,AAAA,True,8.7e-05,4773,
yourthings,dns,r,AAAA,True,8.8e-05,5199,
yourthings,dns,r,AAAA,True,8.9e-05,5231,3
yourthings,dns,r,AAAA,True,9e-05,4959,2
yourthings,dns,r,AAAA,True,9.1e-05,4403,8
yourthings,dns,r,AAAA,True,9.2e-05,4094,20
yourthings,dns,r,AAAA,True,9.3e-05,3397,29
yourthings,dns,r,AAAA,True,9.4e-05,2500,56
yourthings,dns,r,AAAA,True,9.5e-05,1623,66
