dataset,protocol,msg,qtype,w_query,x,application/cbor+dns decode,application/cbor+dns encode
moniotr,dns,q,A,False,1.9e-05,2533,
moniotr,dns,q,A,False,2e-05,744,7
moniotr,dns,q,A,False,2.1e-05,263,2292
moniotr,dns,q,A,False,2.2e-05,152,11110
moniotr,dns,q,A,False,2.3e-05,123,7132
moniotr,dns,q,A,False,2.4e-05,37,6070
moniotr,dns,q,A,False,2.5e-05,37,13941
moniotr,dns,q,A,False,2.6e-05,22,16347
moniotr,dns,q,A,False,2.7e-05,19,12194
moniotr,dns,q,A,False,2.8e-05,13,5636
moniotr,dns,q,A,False,2.9e-05,3,1858
moniotr,dns,q,A,False,3e-05,,391
moniotr,dns,q,A,False,3.1e-05,8,72
moniotr,dns,q,A,False,3.2e-05,5,34
moniotr,dns,q,A,False,3.3e-05,5,30
moniotr,dns,q,A,False,3.4e-05,4,16
moniotr,dns,q,A,False,3.5e-05,2,7
moniotr,dns,q,A,False,3.6e-05,1,10
moniotr,dns,q,A,False,3.7e-05,,8
moniotr,dns,q,A,False,3.8e-05,,6
moniotr,dns,q,A,False,3.9e-05,,9
moniotr,dns,q,A,False,4e-05,,1
moniotr,dns,q,A,False,4.1e-05,,5
moniotr,dns,q,A,False,4.2e-05,,4
moniotr,dns,q,A,False,4.4e-05,,2
moniotr,dns,q,A,False,4.6e-05,1,
moniotr,dns,q,A,False,5.2e-05,1,
moniotr,dns,q,A,False,5.4e-05,1,1
moniotr,dns,q,A,False,5.6e-05,1,
moniotr,dns,q,A,False,5.7e-05,,1
moniotr,dns,q,A,False,6.2e-05,,1
moniotr,dns,q,A,False,6.3e-05,,2
moniotr,dns,q,A,False,6.8e-05,1,
moniotr,dns,q,A,False,7.4e-05,,1
moniotr,dns,q,A,False,8.4e-05,,3
moniotr,dns,q,A,False,8.9e-05,,1
moniotr,dns,q,A,False,9.2e-05,,1
moniotr,dns,q,A,False,9.4e-05,,1
moniotr,dns,q,A,False,9.8e-05,1,
moniotr,dns,q,A,False,0.000105,,1
moniotr,dns,q,AAAA,False,1.2e-05,75,
moniotr,dns,q,AAAA,False,1.3e-05,260,
moniotr,dns,q,AAAA,False,1.4e-05,705,
moniotr,dns,q,AAAA,False,1.5e-05,989,
moniotr,dns,q,AAAA,False,1.6e-05,1393,
moniotr,dns,q,AAAA,False,1.7e-05,1047,
moniotr,dns,q,AAAA,False,1.8e-05,725,
moniotr,dns,q,AAAA,False,1.9e-05,707,
moniotr,dns,q,AAAA,False,2e-05,235,3
moniotr,dns,q,AAAA,False,2.1e-05,99,217
moniotr,dns,q,AAAA,False,2.2e-05,104,738
moniotr,dns,q,AAAA,False,2.3e-05,45,645
moniotr,dns,q,AAAA,False,2.4e-05,15,1062
moniotr,dns,q,AAAA,False,2.5e-05,7,1327
moniotr,dns,q,AAAA,False,2.6e-05,3,1136
moniotr,dns,q,AAAA,False,2.7e-05,6,757
moniotr,dns,q,AAAA,False,2.8e-05,4,357
moniotr,dns,q,AAAA,False,2.9e-05,1,130
moniotr,dns,q,AAAA,False,3e-05,3,26
moniotr,dns,q,AAAA,False,3.1e-05,2,3
moniotr,dns,q,AAAA,False,3.2e-05,,8
moniotr,dns,q,AAAA,False,3.3e-05,,10
moniotr,dns,q,AAAA,False,3.4e-05,,4
moniotr,dns,q,AAAA,False,3.6e-05,,1
moniotr,dns,q,AAAA,False,3.8e-05,,1
moniotr,dns,q,TXT,False,1.7e-05,4,
moniotr,dns,q,TXT,False,1.8e-05,10,
moniotr,dns,q,TXT,False,1.9e-05,1,
moniotr,dns,q,TXT,False,2e-05,10,
moniotr,dns,q,TXT,False,2.1e-05,8,
moniotr,dns,q,TXT,False,2.2e-05,2,
moniotr,dns,q,TXT,False,2.3e-05,,1
moniotr,dns,q,TXT,False,2.4e-05,,5
moniotr,dns,q,TXT,False,2.5e-05,,5
moniotr,dns,q,TXT,False,2.6e-05,,4
moniotr,dns,q,TXT,False,2.7e-05,,1
moniotr,dns,q,TXT,False,2.8e-05,,14
moniotr,dns,q,TXT,False,2.9e-05,,5
moniotr,dns,q,PTR,False,1.6e-05,8,
moniotr,dns,q,PTR,False,1.7e-05,2,
moniotr,dns,q,PTR,False,1.8e-05,5,
moniotr,dns,q,PTR,False,1.9e-05,8,
moniotr,dns,q,PTR,False,2e-05,11,
moniotr,dns,q,PTR,False,2.1e-05,3,
moniotr,dns,q,PTR,False,2.3e-05,,6
moniotr,dns,q,PTR,False,2.4e-05,,4
moniotr,dns,q,PTR,False,2.6e-05,,2
moniotr,dns,q,PTR,False,2.7e-05,,7
moniotr,dns,q,PTR,False,2.8e-05,,5
moniotr,dns,q,PTR,False,2.9e-05,,11
moniotr,dns,q,PTR,False,3e-05,,2
moniotr,dns,r,A,True,6e-05,,2
moniotr,dns,r,A,True,6.4e-05,,1
moniotr,dns,r,A,True,6.8e-05,,1
moniotr,dns,r,A,True,7.1e-05,,1
moniotr,dns,r,A,True,7.2e-05,,8
moniotr,dns,r,A,True,7.3e-05,,9
moniotr,dns,r,A,True,7.4e-05,,7
moniotr,dns,r,A,True,7.5e-05,,4
moniotr,dns,r,A,True,7.6e-05,,7
moniotr,dns,r,A,True,7.7e-05,,8
moniotr,dns,r,A,True,7.8e-05,,4
moniotr,dns,r,A,True,7.9e-05,,2
moniotr,dns,r,A,True,8.1e-05,,6
moniotr,dns,r,A,True,8.2e-05,1,10
moniotr,dns,r,A,True,8.3e-05,1,13
moniotr,dns,r,A,True,8.4e-05,,16
moniotr,dns,r,A,True,8.5e-05,,7
moniotr,dns,r,A,True,8.6e-05,,5
moniotr,dns,r,A,True,8.7e-05,,7
moniotr,dns,r,A,True,8.8e-05,,3
moniotr,dns,r,A,True,9.2e-05,,1
moniotr,dns,r,A,True,9.3e-05,1,1
moniotr,dns,r,A,True,9.4e-05,1,
moniotr,dns,r,A,True,0.0001,1,
moniotr,dns,r,A,True,0.000101,3,
moniotr,dns,r,A,True,0.000102,3,
moniotr,dns,r,A,True,0.000103,4,
moniotr,dns,r,A,True,0.000104,5,
moniotr,dns,r,A,True,0.000105,6,
moniotr,dns,r,A,True,0.000106,1,
moniotr,dns,r,A,True,0.000107,2,
moniotr,dns,r,A,True,0.000109,1,
moniotr,dns,r,A,True,0.000158,2,
moniotr,dns,r,A,True,0.000159,1,
moniotr,dns,r,A,True,0.00016,1,
moniotr,dns,r,A,True,0.000164,1,
moniotr,dns,r,A,True,0.000166,1,
moniotr,dns,r,A,True,0.000167,1,
moniotr,dns,r,A,True,0.000169,2,
moniotr,dns,r,A,True,0.00017,5,
moniotr,dns,r,A,True,0.000171,3,
moniotr,dns,r,A,True,0.000172,1,
moniotr,dns,r,A,True,0.000173,1,
moniotr,dns,r,A,True,0.000174,1,
moniotr,dns,r,A,True,0.000175,3,
moniotr,dns,r,A,True,0.000176,1,
moniotr,dns,r,A,True,0.00018,5,
moniotr,dns,r,A,True,0.000181,3,
moniotr,dns,r,A,True,0.000182,7,
moniotr,dns,r,A,True,0.000183,6,
moniotr,dns,r,A,True,0.000184,5,
moniotr,dns,r,A,True,0.000185,3,
moniotr,dns,r,A,True,0.000186,3,
moniotr,dns,r,A,True,0.000187,4,
moniotr,dns,r,A,True,0.000188,5,
moniotr,dns,r,A,True,0.000189,2,
moniotr,dns,r,A,True,0.000194,1,
moniotr,dns,r,A,True,0.000195,1,
moniotr,dns,r,A,True,0.000196,2,
moniotr,dns,r,A,True,0.000197,1,
moniotr,dns,r,A,True,0.000198,1,
moniotr,dns,r,A,True,0.000199,3,
moniotr,dns,r,A,True,0.000201,2,
moniotr,dns,r,A,True,0.000202,1,
moniotr,dns,r,A,True,0.000203,1,
moniotr,dns,r,A,True,0.000204,5,
moniotr,dns,r,A,True,0.000205,5,
moniotr,dns,r,A,True,0.000206,1,
moniotr,dns,r,A,True,0.000207,1,
moniotr,dns,r,A,True,0.000213,1,
moniotr,dns,r,A,False,6.9e-05,,1
moniotr,dns,r,A,False,7e-05,,1
moniotr,dns,r,A,False,7.1e-05,,1
moniotr,dns,r,A,False,7.2e-05,,1
moniotr,dns,r,A,False,7.3e-05,,3
moniotr,dns,r,A,False,0.000161,1,
moniotr,dns,r,A,False,0.000162,1,
moniotr,dns,r,A,False,0.000163,1,
moniotr,dns,r,A,False,0.000166,1,
moniotr,dns,r,A,False,0.000167,1,
moniotr,dns,r,A,False,0.000168,1,
moniotr,dns,r,A,False,0.000173,1,
moniotr,dns,r,AAAA,True,5.3e-05,,3
moniotr,dns,r,AAAA,True,5.4e-05,,53
moniotr,dns,r,AAAA,True,5.5e-05,,17
moniotr,dns,r,AAAA,True,5.6e-05,,13
moniotr,dns,r,AAAA,True,5.7e-05,,22
moniotr,dns,r,AAAA,True,5.8e-05,,9
moniotr,dns,r,AAAA,True,5.9e-05,,11
moniotr,dns,r,AAAA,True,6e-05,,27
moniotr,dns,r,AAAA,True,6.1e-05,,30
moniotr,dns,r,AAAA,True,6.2e-05,,34
moniotr,dns,r,AAAA,True,6.3e-05,,48
moniotr,dns,r,AAAA,True,6.4e-05,,25
moniotr,dns,r,AAAA,True,6.5e-05,,21
moniotr,dns,r,AAAA,True,6.6e-05,,14
moniotr,dns,r,AAAA,True,6.7e-05,,11
moniotr,dns,r,AAAA,True,6.8e-05,,22
moniotr,dns,r,AAAA,True,6.9e-05,,15
moniotr,dns,r,AAAA,True,7e-05,,7
moniotr,dns,r,AAAA,True,7.1e-05,,1
moniotr,dns,r,AAAA,True,8e-05,1,
moniotr,dns,r,AAAA,True,8.1e-05,39,
moniotr,dns,r,AAAA,True,8.2e-05,27,
moniotr,dns,r,AAAA,True,8.3e-05,6,
moniotr,dns,r,AAAA,True,8.4e-05,11,
moniotr,dns,r,AAAA,True,8.5e-05,17,
moniotr,dns,r,AAAA,True,8.6e-05,13,
moniotr,dns,r,AAAA,True,8.7e-05,5,
moniotr,dns,r,AAAA,True,8.8e-05,5,
moniotr,dns,r,AAAA,True,8.9e-05,6,
moniotr,dns,r,AAAA,True,9e-05,19,
moniotr,dns,r,AAAA,True,9.1e-05,18,
moniotr,dns,r,AAAA,True,9.2e-05,22,
moniotr,dns,r,AAAA,True,9.3e-05,18,
moniotr,dns,r,AAAA,True,9.4e-05,29,
moniotr,dns,r,AAAA,True,9.5e-05,22,
moniotr,dns,r,AAAA,True,9.6e-05,18,
moniotr,dns,r,AAAA,True,9.7e-05,19,
moniotr,dns,r,AAAA,True,9.8e-05,13,
moniotr,dns,r,AAAA,True,9.9e-05,14,
moniotr,dns,r,AAAA,True,0.0001,6,
moniotr,dns,r,AAAA,True,0.000101,10,
moniotr,dns,r,AAAA,True,0.000102,15,
moniotr,dns,r,AAAA,True,0.000103,6,
moniotr,dns,r,AAAA,True,0.000104,12,
moniotr,dns,r,AAAA,True,0.000105,9,
moniotr,dns,r,AAAA,True,0.000106,1,
moniotr,dns,r,AAAA,True,0.000107,1,
moniotr,dns,r,AAAA,True,0.000116,1,
moniotr,dns,r,AAAA,False,5e-05,,1
moniotr,dns,r,AAAA,False,5.1e-05,,3
moniotr,dns,r,AAAA,False,5.2e-05,,8
moniotr,dns,r,AAAA,False,5.3e-05,,3
moniotr,dns,r,AAAA,False,5.4e-05,,1
moniotr,dns,r,AAAA,False,5.6e-05,,1
moniotr,dns,r,AAAA,False,7.1e-05,1,
moniotr,dns,r,AAAA,False,7.3e-05,3,
moniotr,dns,r,AAAA,False,7.4e-05,3,
moniotr,dns,r,AAAA,False,7.5e-05,7,
moniotr,dns,r,AAAA,False,7.6e-05,1,
moniotr,dns,r,AAAA,False,7.8e-05,1,
moniotr,dns,r,AAAA,False,8e-05,1,
moniotr,dns,r,PTR,True,5.9e-05,,1
moniotr,dns,r,PTR,True,6e-05,,1
moniotr,dns,r,PTR,True,6.7e-05,,1
moniotr,dns,r,PTR,True,7.3e-05,,1
moniotr,dns,r,PTR,True,7.4e-05,,2
moniotr,dns,r,PTR,True,0.000122,1,
moniotr,dns,r,PTR,True,0.000124,1,
moniotr,dns,r,PTR,True,0.000139,1,
moniotr,dns,r,PTR,True,0.000154,1,
moniotr,dns,r,PTR,True,0.000155,1,
moniotr,dns,r,PTR,True,0.000156,1,
yourthings,llmnr,q,PTR,False,1.7e-05,8,
yourthings,llmnr,q,PTR,False,1.8e-05,119,
yourthings,llmnr,q,PTR,False,1.9e-05,90,
yourthings,llmnr,q,PTR,False,2e-05,7,
yourthings,llmnr,q,PTR,False,2.1e-05,1,
yourthings,llmnr,q,PTR,False,2.4e-05,,2
yourthings,llmnr,q,PTR,False,2.5e-05,,45
yourthings,llmnr,q,PTR,False,2.6e-05,,109
yourthings,llmnr,q,PTR,False,2.7e-05,,58
yourthings,llmnr,q,PTR,False,2.8e-05,,8
yourthings,llmnr,q,PTR,False,2.9e-05,,1
yourthings,llmnr,q,PTR,False,3e-05,,1
yourthings,llmnr,q,PTR,False,3.6e-05,,1
yourthings,mdns,q,A,False,1.6e-05,11,
yourthings,mdns,q,A,False,1.7e-05,10,
yourthings,mdns,q,A,False,1.8e-05,89,
yourthings,mdns,q,A,False,1.9e-05,175,
yourthings,mdns,q,A,False,2e-05,1207,
yourthings,mdns,q,A,False,2.1e-05,7633,
yourthings,mdns,q,A,False,2.2e-05,5632,
yourthings,mdns,q,A,False,2.3e-05,971,
yourthings,mdns,q,A,False,2.4e-05,56,100
yourthings,mdns,q,A,False,2.5e-05,13,136
yourthings,mdns,q,A,False,2.6e-05,1,266
yourthings,mdns,q,A,False,2.7e-05,,3025
yourthings,mdns,q,A,False,2.8e-05,,6326
yourthings,mdns,q,A,False,2.9e-05,1,4223
yourthings,mdns,q,A,False,3e-05,1,1477
yourthings,mdns,q,A,False,3.1e-05,1,212
yourthings,mdns,q,A,False,3.2e-05,1,14
yourthings,mdns,q,A,False,3.3e-05,,8
yourthings,mdns,q,A,False,3.4e-05,2,5
yourthings,mdns,q,A,False,3.5e-05,1,4
yourthings,mdns,q,A,False,3.6e-05,,2
yourthings,mdns,q,A,False,3.7e-05,,1
yourthings,mdns,q,A,False,3.9e-05,,3
yourthings,mdns,q,A,False,4e-05,,1
yourthings,mdns,q,A,False,4.1e-05,1,1
yourthings,mdns,q,A,False,4.3e-05,1,1
yourthings,mdns,q,A,False,4.4e-05,,1
yourthings,mdns,q,A,False,4.6e-05,,1
yourthings,mdns,q,A,False,4.8e-05,,1
yourthings,mdns,q,A,False,5.2e-05,1,
yourthings,mdns,q,AAAA,False,1.4e-05,9,
yourthings,mdns,q,AAAA,False,1.5e-05,18,
yourthings,mdns,q,AAAA,False,1.6e-05,15,
yourthings,mdns,q,AAAA,False,1.7e-05,26,
yourthings,mdns,q,AAAA,False,1.8e-05,2,
yourthings,mdns,q,AAAA,False,1.9e-05,7,
yourthings,mdns,q,AAAA,False,2e-05,1098,
yourthings,mdns,q,AAAA,False,2.1e-05,6587,
yourthings,mdns,q,AAAA,False,2.2e-05,4747,1
yourthings,mdns,q,AAAA,False,2.3e-05,909,5
yourthings,mdns,q,AAAA,False,2.4e-05,74,20
yourthings,mdns,q,AAAA,False,2.5e-05,13,48
yourthings,mdns,q,AAAA,False,2.6e-05,9,1312
yourthings,mdns,q,AAAA,False,2.7e-05,,4487
yourthings,mdns,q,AAAA,False,2.8e-05,1,4194
yourthings,mdns,q,AAAA,False,2.9e-05,,2310
yourthings,mdns,q,AAAA,False,3e-05,2,868
yourthings,mdns,q,AAAA,False,3.1e-05,3,214
yourthings,mdns,q,AAAA,False,3.2e-05,1,38
yourthings,mdns,q,AAAA,False,3.3e-05,1,13
yourthings,mdns,q,AAAA,False,3.4e-05,,6
yourthings,mdns,q,AAAA,False,3.5e-05,1,1
yourthings,mdns,q,AAAA,False,3.7e-05,,1
yourthings,mdns,q,AAAA,False,3.8e-05,,3
yourthings,mdns,q,AAAA,False,3.9e-05,,1
yourthings,mdns,q,AAAA,False,4.1e-05,,1
yourthings,mdns,q,AAAA,False,4.4e-05,,1
yourthings,mdns,q,AAAA,False,4.5e-05,,3
yourthings,mdns,q,AAAA,False,4.6e-05,,16
yourthings,mdns,q,AAAA,False,4.7e-05,1,24
yourthings,mdns,q,AAAA,False,4.8e-05,,29
yourthings,mdns,q,AAAA,False,4.9e-05,,14
yourthings,mdns,q,AAAA,False,5e-05,,12
yourthings,mdns,q,AAAA,False,5.1e-05,,8
yourthings,mdns,q,AAAA,False,5.2e-05,,5
yourthings,mdns,q,AAAA,False,5.3e-05,,1
yourthings,mdns,q,AAAA,False,5.9e-05,1,2
yourthings,mdns,q,AAAA,False,6.2e-05,,1
yourthings,mdns,q,AAAA,False,6.3e-05,3,
yourthings,mdns,q,AAAA,False,6.4e-05,6,
yourthings,mdns,q,AAAA,False,6.5e-05,16,
yourthings,mdns,q,AAAA,False,6.6e-05,19,
yourthings,mdns,q,AAAA,False,6.7e-05,14,
yourthings,mdns,q,AAAA,False,6.8e-05,21,
yourthings,mdns,q,AAAA,False,6.9e-05,12,
yourthings,mdns,q,AAAA,False,7e-05,6,
yourthings,mdns,q,AAAA,False,7.1e-05,5,
yourthings,mdns,q,AAAA,False,7.2e-05,4,
yourthings,mdns,q,AAAA,False,7.3e-05,3,
yourthings,mdns,q,AAAA,False,7.4e-05,3,
yourthings,mdns,q,AAAA,False,7.9e-05,1,
yourthings,mdns,q,AAAA,False,8.3e-05,1,
yourthings,mdns,q,AAAA,False,8.5e-05,1,1
yourthings,mdns,q,TXT,False,1.6e-05,1,
yourthings,mdns,q,TXT,False,1.7e-05,21,
yourthings,mdns,q,TXT,False,1.8e-05,138,
yourthings,mdns,q,TXT,False,1.9e-05,118,
yourthings,mdns,q,TXT,False,2e-05,155,
yourthings,mdns,q,TXT,False,2.1e-05,45,
yourthings,mdns,q,TXT,False,2.2e-05,50,
yourthings,mdns,q,TXT,False,2.3e-05,75,
yourthings,mdns,q,TXT,False,2.4e-05,48,7
yourthings,mdns,q,TXT,False,2.5e-05,103,46
yourthings,mdns,q,TXT,False,2.6e-05,85,133
yourthings,mdns,q,TXT,False,2.7e-05,17,183
yourthings,mdns,q,TXT,False,2.8e-05,5,150
yourthings,mdns,q,TXT,False,2.9e-05,3,135
yourthings,mdns,q,TXT,False,3e-05,,128
yourthings,mdns,q,TXT,False,3.1e-05,,62
yourthings,mdns,q,TXT,False,3.2e-05,,14
yourthings,mdns,q,TXT,False,3.3e-05,,4
yourthings,mdns,q,TXT,False,3.4e-05,,1
yourthings,mdns,q,TXT,False,4.7e-05,,2
yourthings,mdns,q,TXT,False,4.8e-05,,2
yourthings,mdns,q,TXT,False,5e-05,,1
yourthings,mdns,q,TXT,False,6.8e-05,3,
yourthings,mdns,q,TXT,False,6.9e-05,1,
yourthings,mdns,q,PTR,False,1.4e-05,521,
yourthings,mdns,q,PTR,False,1.5e-05,3398,
yourthings,mdns,q,PTR,False,1.6e-05,33390,
yourthings,mdns,q,PTR,False,1.7e-05,67358,
yourthings,mdns,q,PTR,False,1.8e-05,23015,
yourthings,mdns,q,PTR,False,1.9e-05,7128,
yourthings,mdns,q,PTR,False,2e-05,1496,
yourthings,mdns,q,PTR,False,2.1e-05,144,30
yourthings,mdns,q,PTR,False,2.2e-05,52,874
yourthings,mdns,q,PTR,False,2.3e-05,23,1122
yourthings,mdns,q,PTR,False,2.4e-05,15,10929
yourthings,mdns,q,PTR,False,2.5e-05,4,46279
yourthings,mdns,q,PTR,False,2.6e-05,10,46238
yourthings,mdns,q,PTR,False,2.7e-05,8,22666
yourthings,mdns,q,PTR,False,2.8e-05,7,6547
yourthings,mdns,q,PTR,False,2.9e-05,2,1426
yourthings,mdns,q,PTR,False,3e-05,1,319
yourthings,mdns,q,PTR,False,3.1e-05,1,55
yourthings,mdns,q,PTR,False,3.2e-05,,40
yourthings,mdns,q,PTR,False,3.3e-05,1,21
yourthings,mdns,q,PTR,False,3.4e-05,2,15
yourthings,mdns,q,PTR,False,3.5e-05,2,9
yourthings,mdns,q,PTR,False,3.6e-05,17,8
yourthings,mdns,q,PTR,False,3.7e-05,17,5
yourthings,mdns,q,PTR,False,3.8e-05,,7
yourthings,mdns,q,PTR,False,3.9e-05,,4
yourthings,mdns,q,PTR,False,4e-05,,8
yourthings,mdns,q,PTR,False,4.1e-05,,2
yourthings,mdns,q,PTR,False,4.2e-05,,2
yourthings,mdns,q,PTR,False,4.6e-05,,1
yourthings,mdns,q,PTR,False,4.7e-05,,1
yourthings,mdns,q,PTR,False,4.9e-05,,1
yourthings,mdns,q,PTR,False,5e-05,2,1
yourthings,mdns,q,PTR,False,5.1e-05,1,1
yourthings,mdns,q,PTR,False,5.2e-05,,1
yourthings,mdns,q,PTR,False,5.7e-05,1,
yourthings,mdns,q,PTR,False,5.8e-05,,1
yourthings,mdns,q,PTR,False,6.3e-05,1,
yourthings,mdns,q,PTR,False,6.6e-05,1,
yourthings,mdns,q,PTR,False,6.7e-05,,1
yourthings,mdns,q,PTR,False,7e-05,1,
yourthings,mdns,q,PTR,False,7.9e-05,1,1
yourthings,mdns,q,PTR,False,8.9e-05,,1
yourthings,mdns,q,PTR,False,9.1e-05,,1
yourthings,mdns,q,PTR,False,0.000102,,1
yourthings,mdns,q,PTR,False,0.000107,,1
yourthings,mdns,q,PTR,False,0.000108,,1
yourthings,mdns,q,PTR,False,0.000129,1,
yourthings,mdns,q,PTR,False,0.00013,,1
yourthings,mdns,q,PTR,False,0.000139,1,
yourthings,mdns,q,PTR,False,0.000158,,1
yourthings,mdns,q,ANY,False,4.3e-05,,1
yourthings,mdns,q,ANY,False,4.4e-05,,5
yourthings,mdns,q,ANY,False,4.5e-05,,4
yourthings,mdns,q,ANY,False,4.6e-05,,12
yourthings,mdns,q,ANY,False,4.7e-05,,16
yourthings,mdns,q,ANY,False,4.8e-05,,12
yourthings,mdns,q,ANY,False,4.9e-05,,5
yourthings,mdns,q,ANY,False,5e-05,,4
yourthings,mdns,q,ANY,False,5.1e-05,,5
yourthings,mdns,q,ANY,False,5.7e-05,9,
yourthings,mdns,q,ANY,False,5.8e-05,11,
yourthings,mdns,q,ANY,False,5.9e-05,10,
yourthings,mdns,q,ANY,False,6e-05,13,
yourthings,mdns,q,ANY,False,6.1e-05,9,1
yourthings,mdns,q,ANY,False,6.2e-05,3,2
yourthings,mdns,q,ANY,False,6.3e-05,1,1
yourthings,mdns,q,ANY,False,6.4e-05,3,3
yourthings,mdns,q,ANY,False,6.5e-05,3,4
yourthings,mdns,q,ANY,False,6.6e-05,2,
yourthings,mdns,q,ANY,False,6.8e-05,,1
yourthings,mdns,q,ANY,False,9.7e-05,2,
yourthings,mdns,q,ANY,False,9.8e-05,1,
yourthings,mdns,q,ANY,False,9.9e-05,2,
yourthings,mdns,q,ANY,False,0.000101,1,
yourthings,mdns,q,ANY,False,0.000102,1,
yourthings,mdns,q,ANY,False,0.000103,5,
yourthings,mdns,q,SRV,False,1.7e-05,132,
yourthings,mdns,q,SRV,False,1.8e-05,475,
yourthings,mdns,q,SRV,False,1.9e-05,195,
yourthings,mdns,q,SRV,False,2e-05,17,
yourthings,mdns,q,SRV,False,2.1e-05,10,
yourthings,mdns,q,SRV,False,2.2e-05,53,
yourthings,mdns,q,SRV,False,2.3e-05,165,
yourthings,mdns,q,SRV,False,2.4e-05,177,7
yourthings,mdns,q,SRV,False,2.5e-05,1432,138
yourthings,mdns,q,SRV,False,2.6e-05,4089,338
yourthings,mdns,q,SRV,False,2.7e-05,3068,321
yourthings,mdns,q,SRV,False,2.8e-05,3242,466
yourthings,mdns,q,SRV,False,2.9e-05,6843,1078
yourthings,mdns,q,SRV,False,3e-05,6433,3565
yourthings,mdns,q,SRV,False,3.1e-05,2354,6489
yourthings,mdns,q,SRV,False,3.2e-05,300,8201
yourthings,mdns,q,SRV,False,3.3e-05,40,5722
yourthings,mdns,q,SRV,False,3.4e-05,12,2161
yourthings,mdns,q,SRV,False,3.5e-05,3,467
yourthings,mdns,q,SRV,False,3.6e-05,3,56
yourthings,mdns,q,SRV,False,3.7e-05,2,14
yourthings,mdns,q,SRV,False,3.8e-05,3,7
yourthings,mdns,q,SRV,False,3.9e-05,,6
yourthings,mdns,q,SRV,False,4e-05,1,5
yourthings,mdns,q,SRV,False,4.1e-05,2,1
yourthings,mdns,q,SRV,False,4.2e-05,,1
yourthings,mdns,q,SRV,False,4.3e-05,,2
yourthings,mdns,q,SRV,False,4.4e-05,,4
yourthings,mdns,q,SRV,False,4.7e-05,,2
yourthings,mdns,q,SRV,False,4.9e-05,1,1
yourthings,mdns,q,SRV,False,5e-05,,2
yourthings,mdns,q,SRV,False,8.2e-05,1,
yourthings,mdns,q,SRV,False,8.8e-05,1,
yourthings,mdns,r,PTR,True,6.4e-05,,4
yourthings,mdns,r,PTR,True,6.6e-05,,3
yourthings,mdns,r,PTR,True,6.7e-05,,5
yourthings,mdns,r,PTR,True,6.8e-05,,4
yourthings,mdns,r,PTR,True,6.9e-05,,4
yourthings,mdns,r,PTR,True,7e-05,,2
yourthings,mdns,r,PTR,True,7.1e-05,,2
yourthings,mdns,r,PTR,True,0.000126,1,
yourthings,mdns,r,PTR,True,0.000128,2,
yourthings,mdns,r,PTR,True,0.000132,2,
yourthings,mdns,r,PTR,True,0.000133,3,
yourthings,mdns,r,PTR,True,0.000134,1,
yourthings,mdns,r,PTR,True,0.000135,3,
yourthings,mdns,r,PTR,True,0.000136,2,
yourthings,mdns,r,PTR,True,0.000137,1,
yourthings,mdns,r,PTR,True,0.000138,2,
yourthings,mdns,r,PTR,True,0.000139,1,
yourthings,mdns,r,PTR,True,0.000142,1,
yourthings,mdns,r,PTR,True,0.000144,1,
yourthings,mdns,r,PTR,True,0.000145,1,
yourthings,mdns,r,PTR,True,0.000149,1,
yourthings,mdns,r,PTR,True,0.000154,2,
yourthings,dns,q,A,False,1.1e-05,23,
yourthings,dns,q,A,False,1.2e-05,270,
yourthings,dns,q,A,False,1.3e-05,5063,
yourthings,dns,q,A,False,1.4e-05,50212,
yourthings,dns,q,A,False,1.5e-05,106773,
yourthings,dns,q,A,False,1.6e-05,123188,
yourthings,dns,q,A,False,1.7e-05,95184,
yourthings,dns,q,A,False,1.8e-05,62557,
yourthings,dns,q,A,False,1.9e-05,25602,
yourthings,dns,q,A,False,2e-05,9556,1
yourthings,dns,q,A,False,2.1e-05,17127,75
yourthings,dns,q,A,False,2.2e-05,47943,1494
yourthings,dns,q,A,False,2.3e-05,27746,3417
yourthings,dns,q,A,False,2.4e-05,4889,26243
yourthings,dns,q,A,False,2.5e-05,444,110860
yourthings,dns,q,A,False,2.6e-05,225,157725
yourthings,dns,q,A,False,2.7e-05,153,117168
yourthings,dns,q,A,False,2.8e-05,81,73385
yourthings,dns,q,A,False,2.9e-05,114,50278
yourthings,dns,q,A,False,3e-05,136,24929
yourthings,dns,q,A,False,3.1e-05,90,9277
yourthings,dns,q,A,False,3.2e-05,35,1668
yourthings,dns,q,A,False,3.3e-05,21,399
yourthings,dns,q,A,False,3.4e-05,8,201
yourthings,dns,q,A,False,3.5e-05,4,87
yourthings,dns,q,A,False,3.6e-05,3,52
yourthings,dns,q,A,False,3.7e-05,3,33
yourthings,dns,q,A,False,3.8e-05,1,21
yourthings,dns,q,A,False,3.9e-05,1,22
yourthings,dns,q,A,False,4e-05,1,20
yourthings,dns,q,A,False,4.1e-05,1,22
yourthings,dns,q,A,False,4.2e-05,,16
yourthings,dns,q,A,False,4.3e-05,,19
yourthings,dns,q,A,False,4.4e-05,,7
yourthings,dns,q,A,False,4.5e-05,3,6
yourthings,dns,q,A,False,4.6e-05,1,5
yourthings,dns,q,A,False,4.7e-05,1,4
yourthings,dns,q,A,False,4.8e-05,,4
yourthings,dns,q,A,False,4.9e-05,4,1
yourthings,dns,q,A,False,5e-05,9,5
yourthings,dns,q,A,False,5.1e-05,5,3
